"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"AT1G73490",0,1.17673426587042,0.77,0,0,"AT1G73490"
"AT5G51545",0,0.963194864425285,0.683,0,0,"AT5G51545"
"AT3G01740",0,1.12721558307639,0.758,0,0,"AT3G01740"
"AT3G14210",0,1.9099042052613,0.569,0,0,"AT3G14210"
"ATCG00420",0,1.75215307510861,0.886,0,0,"ATCG00420"
"ATCG00440",0,2.81144782046421,0.969,0,0,"ATCG00440"
"ATCG00570",0,3.73406230697176,0.996,0,0,"ATCG00570"
"ATCG00650",0,1.98678856175656,0.921,0,0,"ATCG00650"
"ATCG00730",0,1.19460984929917,0.756,0,0,"ATCG00730"
"ATCG00740",0,3.75085541426354,0.999,0,0,"ATCG00740"
"ATCG00750",0,0.962571964167931,0.671,0,0,"ATCG00750"
"ATCG00770",0,1.68730542502124,0.899,0,0,"ATCG00770"
"ATCG01060",0,0.975657261393891,0.678,0,0,"ATCG01060"
"ATCG01070",0,2.86159827709092,0.973,0,0,"ATCG01070"
"ATCG01080",0,1.2203845784881,0.783,0,0,"ATCG01080"
"AT3G19790",3.24849936677034e-256,0.52304772998183,0.465,0,5.96327028758031e-252,"AT3G19790"
"AT2G43530",3.3693324227416e-242,0.914580494982831,0.445,0,6.18508352842675e-238,"AT2G43530"
"AT4G00300",2.65228629135055e-233,0.582731259298344,0.432,0,4.8688019450322e-229,"AT4G00300"
"AT5G48480",6.93718990975177e-230,0.846432199677922,0.426,0,1.27345995173313e-225,"AT5G48480"
"AT3G23810",5.98567825886206e-217,0.52632912030728,0.405,0,1.09879095797931e-212,"AT3G23810"
"AT1G09490",4.3534334452425e-183,0.378763396373173,0.35,0,7.99159777543165e-179,"AT1G09490"
"ATCG00590",9.8708562778026e-177,0.369070508020991,0.339,0,1.81199308691622e-172,"ATCG00590"
"AT1G48200",9.22124756564502e-174,0.363633898460656,0.334,0,1.69274441562546e-169,"AT1G48200"
"AT3G51420",3.15811476471519e-168,0.352972565425594,0.325,0,5.79735127358767e-164,"AT3G51420"
"AT2G26975",3.42911425970021e-160,0.353489903341324,0.311,0,6.29482504653167e-156,"AT2G26975"
"AT1G22590",5.12887389799074e-158,0.55232087762508,0.307,0,9.4150738145416e-154,"AT1G22590"
"AT1G71130",6.81496240771548e-152,0.320229973095613,0.297,0,1.25102264918433e-147,"AT1G71130"
"ATCG00760",4.71977200391607e-144,0.299960398095847,0.283,0,8.66408546758873e-140,"ATCG00760"
"AT3G58020",1.22845859153528e-142,0.29662776063826,0.28,0,2.25508143648132e-138,"AT3G58020"
"AT1G29270",1.40900512188502e-141,0.600471747053622,0.279,0,2.58651070224433e-137,"AT1G29270"
"AT5G48620",6.59546505454342e-135,0.284954287700665,0.267,0,1.21072952006254e-130,"AT5G48620"
