"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT4G15830",0.561574639458004,0.474,0.096,1,"GEP_22 and DEGs","No"
"AT2G26180",0.829803525024987,0.657,0.105,2,"GEP_22 and DEGs","No"
"AT1G20930",1.23143637587309,0.807,0.1215,3,"DEGs","No"
"AT5G17160",1.46329907125433,0.784,0.134,4,"DEGs","No"
"AT5G62550",1.15971628482239,0.839,0.148,5,"DEGs","No"
"AT2G25880",0.778904245675762,0.698,0.158,6,"DEGs","No"
"AT1G10780",0.873164280913852,0.723,0.1685,7,"DEGs","No"
"AT3G17680",2.03337810606463,0.9665,0.169,8,"DEGs","No"
"AT3G57860",1.33683117372395,0.883,0.1835,9,"DEGs","No"
"AT1G09815",1.3988395727479,0.925,0.37,10,"DEGs","No"
"AT3G19590",1.19471691181653,0.8825,0.38,11,"DEGs","No"
"AT5G42080",0.882787823674357,0.856,0.4375,12,"DEGs","No"
"AT2G29550",1.40605389741735,0.94,0.465,13,"GEP_22 and DEGs","No"
"AT5G54270",0.254090084271446,0.999,0.983,14,"GEP_22","No"
