"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT1G54020",0.53661521699597,0.2175,0.0165,1,"DEGs","No"
"AT1G73325",0.496696756238005,0.3475,0.057,2,"DEGs","No"
"AT3G16470",1.71754764896458,0.491,0.0645,3,"DEGs","No"
"AT1G52040",3.13377695660366,0.7655,0.1185,4,"DEGs","No"
"AT1G52410",2.39244401543725,0.855,0.182,5,"DEGs","No"
"AT1G44350",0.602637956751801,0.598,0.215,6,"DEGs","No"
"AT1G52400",3.23388618674155,0.881,0.2155,7,"DEGs","No"
"AT5G24420",2.20701876256801,0.828,0.31,8,"DEGs","No"
"AT3G45140",2.6468207842588,0.9565,0.3215,9,"DEGs","No"
"AT3G28220",2.94625888474766,0.9255,0.3625,10,"DEGs","No"
