"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G01900",0,1.03397811647033,0.22,0.005,0,0,1.00371196885453,0.207,0.003,0,0,0,"AT1G01900"
"AT1G03820",0,0.973020009950434,0.233,0.002,0,7.30384032202955e-87,0.967272448698504,0.295,0.045,1.34076596791496e-82,7.30384032202955e-87,0,"AT1G03820"
"AT1G23340",0,0.920426274447007,0.251,0.004,0,1.58670757364399e-134,0.478572956293563,0.156,0.009,2.91271909293828e-130,1.58670757364399e-134,0,"AT1G23340"
"AT1G54200",0,1.01486885893884,0.345,0.009,0,9.02824093039237e-25,0.337554827676822,0.265,0.093,1.65731418759213e-20,9.02824093039237e-25,0,"AT1G54200"
"AT1G62981",0,0.789836391204389,0.188,0,0,0,0.609456919437864,0.145,0.001,0,0,0,"AT1G62981"
"AT1G64625",0,0.506932745225912,0.229,0.003,0,2.25717770863476e-241,0.614795319187724,0.236,0.011,4.14350111974084e-237,2.25717770863476e-241,0,"AT1G64625"
"AT1G68810",0,2.42845035505629,0.52,0.004,0,0,1.40850148892361,0.225,0.004,0,0,0,"AT1G68810"
"AT1G69080",0,0.601017074624027,0.233,0.005,0,7.18480111999805e-209,0.421361046619498,0.251,0.014,1.31891394159804e-204,7.18480111999805e-209,0,"AT1G69080"
"AT1G72230",0,1.37987078231729,0.399,0.003,0,1.5335275715953e-305,1.13988567951977,0.2,0.006,2.8150965631775e-301,1.5335275715953e-305,0,"AT1G72230"
"AT1G77110",0,0.458309416546459,0.211,0.003,0,6.85888204558952e-272,0.730022446031396,0.284,0.014,1.25908497710887e-267,6.85888204558952e-272,0,"AT1G77110"
"AT1G78110",0,1.17714332235023,0.48,0.02,0,4.81172431410162e-158,0.685214877136164,0.287,0.025,8.83288232339634e-154,4.81172431410162e-158,0,"AT1G78110"
"AT5G03170",0,2.08932327259578,0.368,0.001,0,0,1.63433945972836,0.193,0.002,0,0,0,"AT5G03170"
"AT5G07800",0,0.985551939525791,0.242,0.004,0,1.72336977149003e-83,0.628238620482693,0.12,0.008,3.16358988952424e-79,1.72336977149003e-83,0,"AT5G07800"
"AT5G08370",0,1.69334494018607,0.43,0.009,0,1.64265271339858e-53,0.795576995104445,0.116,0.012,3.01541758598577e-49,1.64265271339858e-53,0,"AT5G08370"
"AT5G18930",0,1.84965460862107,0.35,0.002,0,4.73492292816177e-175,0.626577991519301,0.2,0.011,8.69189801922656e-171,4.73492292816177e-175,0,"AT5G18930"
"AT5G19530",0,4.01618728724447,0.578,0.012,0,0,3.74100364944039,0.422,0.014,0,0,0,"AT5G19530"
"AT5G50090",0,1.71689820144243,0.471,0.014,0,4.92042774054918e-88,0.73927652787954,0.298,0.047,9.03242920332613e-84,4.92042774054918e-88,0,"AT5G50090"
"AT5G55250",0,1.73571963134051,0.296,0.002,0,1.0144372869497e-152,0.418186716280133,0.116,0.004,1.86220252765356e-148,1.0144372869497e-152,0,"AT5G55250"
"AT5G59360",0,0.836836965879372,0.256,0.002,0,0,0.251296877103738,0.124,0.002,0,0,0,"AT5G59360"
"AT5G60490",0,2.00920223123766,0.448,0.002,0,0,1.15940854710171,0.24,0.001,0,0,0,"AT5G60490"
"AT5G61480",0,0.907321069466634,0.359,0.012,0,7.66737634203383e-172,1.3816902031266,0.422,0.051,1.40750027510715e-167,7.66737634203383e-172,0,"AT5G61480"
"AT3G06370",0,1.05323784029688,0.336,0.003,0,1.90448846914875e-193,0.262230628072283,0.145,0.005,3.49606948281636e-189,1.90448846914875e-193,0,"AT3G06370"
"AT3G10080",0,3.0462071536503,0.471,0.002,0,0,1.62205478590628,0.225,0.002,0,0,0,"AT3G10080"
"AT3G17420",0,0.742819501211956,0.359,0.014,0,3.17442331979684e-79,0.472532274678291,0.156,0.015,5.82728888815106e-75,3.17442331979684e-79,0,"AT3G17420"
"AT3G25710",0,2.27024902035191,0.529,0.025,0,3.57402203150723e-132,1.75901692959875,0.389,0.055,6.56083224323782e-128,3.57402203150723e-132,0,"AT3G25710"
"AT3G28420",0,1.75222416365666,0.39,0.017,0,2.21007986099018e-71,0.958397425129269,0.247,0.039,4.05704360081967e-67,2.21007986099018e-71,0,"AT3G28420"
"AT3G51030",0,2.37110476530206,0.641,0.015,0,0,1.51831345789317,0.375,0.015,0,0,0,"AT3G51030"
"AT3G62100",0,1.80589373200736,0.404,0.014,0,1.68236744481538e-70,1.53145273693019,0.345,0.073,3.0883219184476e-66,1.68236744481538e-70,0,"AT3G62100"
"AT2G04850",0,1.19440878527362,0.314,0.003,0,8.08627508191524e-258,0.455530245085117,0.16,0.004,1.48439751678718e-253,8.08627508191524e-258,0,"AT2G04850"
"AT2G13820",0,2.06294976136139,0.484,0.016,0,0,2.78117187268631,0.465,0.03,0,0,0,"AT2G13820"
"AT2G18060",0,0.521497785915178,0.247,0.001,0,2.03169549910665e-158,0.852180273230536,0.182,0.01,3.72958342771007e-154,2.03169549910665e-158,0,"AT2G18060"
"AT2G22122",0,1.28407800691109,0.408,0.006,0,5.63809593476072e-251,0.357047848999528,0.12,0.002,1.03498527074403e-246,5.63809593476072e-251,0,"AT2G22122"
"AT2G28410",0,2.51031903188209,0.43,0.016,0,6.68771947220825e-51,1.31973712475577,0.2,0.034,1.22766466351327e-46,6.68771947220825e-51,0,"AT2G28410"
"AT2G28660",0,0.829036070710292,0.354,0.015,0,3.96278864246645e-257,0.445120495965958,0.189,0.006,7.27449111097567e-253,3.96278864246645e-257,0,"AT2G28660"
"AT2G28870",0,0.57207969229192,0.193,0.001,0,7.9047698448327e-184,0.475185063985322,0.109,0.003,1.45107860041594e-179,7.9047698448327e-184,0,"AT2G28870"
"AT2G41130",0,2.03889404958532,0.646,0.045,0,1.00057988596791e-174,1.65068807679434,0.465,0.061,1.83676449667129e-170,1.00057988596791e-174,0,"AT2G41130"
"AT2G46570",0,0.511037952824279,0.224,0.001,0,0,0.729882675998214,0.138,0.001,0,0,0,"AT2G46570"
"AT4G32880",0,1.70644984414548,0.439,0.013,0,5.35561671549145e-234,1.38283615329646,0.4,0.034,9.83130560462765e-230,5.35561671549145e-234,0,"AT4G32880"
"AT4G36160",0,1.25961749476087,0.48,0.009,0,1.22781626498478e-155,1.04297827964429,0.32,0.032,2.25390231763255e-151,1.22781626498478e-155,0,"AT4G36160"
"AT3G53010",3.20990023595063e-299,0.326687528112118,0.139,0.002,5.89241386313458e-295,0,0.680688452328519,0.295,0.006,0,3.20990023595063e-299,0,"AT3G53010"
"AT5G48800",3.38256360600854e-236,0.630736147153604,0.327,0.018,6.20937201154988e-232,0,0.540374376809988,0.284,0.011,0,3.38256360600854e-236,0,"AT5G48800"
"AT3G53100",9.53848541739809e-209,0.60439795211098,0.197,0.007,1.75097976807177e-204,0,1.24222758969663,0.262,0.009,0,9.53848541739809e-209,0,"AT3G53100"
"AT3G44730",4.38641035105691e-289,0.595469819170727,0.287,0.011,8.05213348143517e-285,2.77630947448551e-94,0.353552350962143,0.196,0.019,5.09647130231306e-90,2.77630947448551e-94,8.77282070211359e-289,"AT3G44730"
"AT5G25890",5.6168352240597e-288,0.779003381251021,0.287,0.011,1.03108244208064e-283,2.36265003698894e-74,0.757641230295147,0.222,0.03,4.3371166729006e-70,2.36265003698894e-74,1.12336704481184e-287,"AT5G25890"
"AT3G24450",9.73558361628695e-283,0.509547030306756,0.175,0.004,1.7871610844418e-278,2.02329141419205e-35,0.49114431369552,0.178,0.036,3.71415604903234e-31,2.02329141419205e-35,1.9471167232573e-282,"AT3G24450"
"AT1G28400",2.54874303528504e-276,1.11981551684778,0.377,0.02,4.67872758987275e-272,1.30584107297329e-160,2.64638872881346,0.476,0.07,2.39713245765707e-156,1.30584107297329e-160,5.09748607056956e-276,"AT1G28400"
"AT2G01950",1.01190375515484e-267,0.344206428117897,0.193,0.005,1.85755172333774e-263,1.57513796902826e-167,0.514952245083074,0.255,0.019,2.89148076974517e-163,1.57513796902826e-167,2.02380751030966e-267,"AT2G01950"
"AT3G56240",5.88309697421537e-221,2.98066629460396,0.377,0.026,1.07996011155672e-216,6.93662436626739e-10,2.05026546643745,0.124,0.047,1.27335613491571e-05,6.93662436626739e-10,1.17661939484306e-220,"AT3G56240"
"AT3G48970",2.82570979512112e-210,0.771747981988063,0.161,0.005,5.18715547090384e-206,2.12009888282215e-150,0.427847157566278,0.175,0.01,3.89186551919663e-146,2.12009888282215e-150,5.65141959024231e-210,"AT3G48970"
"AT1G68795",1.05091307301468e-139,0.297255539392605,0.148,0.006,1.92916112813304e-135,2.91756608705139e-199,0.325643629927708,0.131,0.004,5.35577606600023e-195,1.05091307301468e-139,5.83513217410284e-199,"AT1G68795"
"AT1G10750",1.94218832433927e-197,0.351348161149238,0.215,0.009,3.56527510698961e-193,4.54201779389414e-84,0.539969439737411,0.236,0.031,8.33778206425148e-80,4.54201779389414e-84,3.88437664867866e-197,"AT1G10750"
"AT5G01890",8.23947501204546e-190,0.879552949137593,0.336,0.024,1.51252042796119e-185,1.09125164999057e-78,0.70354707693021,0.356,0.071,2.0032106538877e-74,1.09125164999057e-78,1.64789500240909e-189,"AT5G01890"
"AT1G64060",4.67332866800818e-156,0.656335899744276,0.332,0.028,8.57882943586262e-152,8.31504393615642e-189,0.715204972697454,0.331,0.028,1.52639261536023e-184,4.67332866800818e-156,1.66300878723128e-188,"AT1G64060"
"AT3G25590",9.66023340937776e-184,0.347391769250378,0.206,0.009,1.77332904695947e-179,7.64858142744533e-53,0.304207330479448,0.189,0.03,1.40405009263614e-48,7.64858142744533e-53,1.93204668187555e-183,"AT3G25590"
"AT1G69580",1.21870001430136e-182,0.896679570495471,0.43,0.041,2.237167616253e-178,9.19519194141419e-47,0.363073968956517,0.225,0.045,1.6879613846854e-42,9.19519194141419e-47,2.43740002860277e-182,"AT1G69580"
"AT1G22030",1.66035431064227e-182,1.16327659978158,0.314,0.022,3.04791240804602e-178,4.77173971285113e-73,0.320059278393828,0.247,0.037,8.75948259088082e-69,4.77173971285113e-73,3.32070862128455e-182,"AT1G22030"
"AT1G47655",4.87762223660944e-178,1.11000547211098,0.359,0.03,8.95385113974395e-174,8.40096418231434e-27,0.511033052665091,0.218,0.064,1.54216499494744e-22,8.40096418231434e-27,9.75524447321911e-178,"AT1G47655"
"AT3G56810",5.29606679582557e-177,0.844542324462342,0.39,0.034,9.721989817097e-173,1.35508902501068e-99,1.0204155241084,0.411,0.076,2.48753692321211e-95,1.35508902501068e-99,1.05921335916513e-176,"AT3G56810"
"AT2G26700",2.69021793811517e-164,0.685638819617506,0.309,0.023,4.93843306899803e-160,7.87786365562382e-98,0.464842317204133,0.218,0.023,1.44613943126287e-93,7.87786365562382e-98,5.3804358762304e-164,"AT2G26700"
"AT4G37650",6.6069851891686e-152,0.58695240188339,0.3,0.024,1.21284427117568e-147,1.29957003456158e-75,0.407822302501736,0.247,0.036,2.38562071244468e-71,1.29957003456158e-75,1.32139703783371e-151,"AT4G37650"
"AT2G47860",1.65257713179253e-149,0.254690086421635,0.161,0.007,3.03363584083154e-145,1.26917183496539e-149,0.331232185347193,0.2,0.013,2.32981873744596e-145,1.65257713179253e-149,2.53834366993073e-149,"AT2G47860"
"AT1G15760",7.13982817871945e-145,0.320625694207265,0.188,0.01,1.31065825876753e-140,3.82195515213897e-31,0.369707709199873,0.258,0.077,7.01596307278151e-27,3.82195515213897e-31,1.42796563574387e-144,"AT1G15760"
"AT4G09890",5.43864274834853e-118,1.71870922524117,0.538,0.095,9.9837164931434e-114,5.17800672300719e-86,0.857317635421675,0.367,0.068,9.5052669414243e-82,5.17800672300719e-86,1.08772854966968e-117,"AT4G09890"
"AT3G61850",5.20017534799063e-96,0.30898226421499,0.184,0.014,9.54596188630641e-92,2.4799474623867e-113,0.707800676985506,0.302,0.038,4.55243955670327e-109,5.20017534799063e-96,4.95989492477332e-113,"AT3G61850"
"AT2G16700",1.55737796204909e-109,0.866077072332859,0.399,0.055,2.85887872493352e-105,1.79784997553574e-37,0.35791324110907,0.291,0.079,3.30031320009096e-33,1.79784997553574e-37,3.11475592409823e-109,"AT2G16700"
"AT1G61660",1.42775785800604e-55,0.423338672022636,0.202,0.027,2.62093509994168e-51,2.8820997118218e-104,0.538040500458434,0.265,0.031,5.29067044099129e-100,1.42775785800604e-55,5.76419942364364e-104,"AT1G61660"
"AT4G24060",4.46970930221855e-100,0.865750286558202,0.399,0.059,8.20504536608259e-96,6.74538653238652e-71,0.683793713329444,0.4,0.092,1.23825060575019e-66,6.74538653238652e-71,8.9394186044372e-100,"AT4G24060"
"AT2G46590",4.50969137506944e-83,0.339292345798668,0.197,0.018,8.27844045721496e-79,6.3576530991688e-100,0.528122146223168,0.233,0.025,1.16707437941442e-95,4.50969137506944e-83,1.27153061983377e-99,"AT2G46590"
"AT5G03610",8.97792818826843e-100,1.05073078877417,0.453,0.078,1.64807827752044e-95,2.66486196692591e-46,0.354825932093839,0.276,0.063,4.89188711268589e-42,2.66486196692591e-46,1.79558563765367e-99,"AT5G03610"
"AT5G50130",1.95111841868007e-79,0.660538342208358,0.184,0.017,3.58166808117101e-75,1.99094327974468e-95,0.58456155672503,0.185,0.017,3.65477457862731e-91,1.95111841868007e-79,3.98188655948932e-95,"AT5G50130"
"AT2G31280",5.73953377594455e-78,0.36979668041338,0.22,0.024,1.05360621525014e-73,5.31442305635596e-59,0.349755451327976,0.215,0.035,9.75568640455263e-55,5.31442305635596e-59,1.14790675518892e-77,"AT2G31280"
"AT5G16720",2.59347991467902e-75,0.420327746069816,0.242,0.03,4.76085107937627e-71,6.15082334454098e-38,0.323390037811425,0.236,0.058,1.12910664135739e-33,6.15082334454098e-38,5.186959829358e-75,"AT5G16720"
"AT3G22810",5.92108965478661e-63,0.351985620397779,0.202,0.025,1.08693442792918e-58,1.18899939394076e-16,0.313125843152512,0.24,0.098,2.18264618745705e-12,1.18899939394076e-16,1.18421793095733e-62,"AT3G22810"
"AT4G20880",2.7614701395076e-37,0.267020910996122,0.22,0.044,5.0692307350941e-33,1.30975629909099e-59,0.505957055928187,0.356,0.086,2.40431963824133e-55,2.7614701395076e-37,2.61951259818195e-59,"AT4G20880"
"AT4G12910",5.92737729207884e-35,0.332767734641724,0.197,0.038,1.08808864950691e-30,5.53889863048664e-57,0.86418920626022,0.149,0.018,1.01677562159843e-52,5.92737729207884e-35,1.10777972609734e-56,"AT4G12910"
"AT2G44300",6.0637630715497e-56,0.767864972450268,0.175,0.021,1.11312498704438e-51,1.16824690212891e-17,0.476874942081023,0.182,0.061,2.14455083823804e-13,1.16824690212891e-17,1.21275261430994e-55,"AT2G44300"
"AT3G10120",1.27535502665714e-42,0.31137931301821,0.166,0.024,2.34116922243452e-38,4.97731403646201e-55,0.534659217097376,0.273,0.056,9.13685537673332e-51,1.27535502665714e-42,9.9546280729241e-55,"AT3G10120"
"AT1G21050",1.83956222972583e-18,0.702534540361962,0.26,0.097,3.37688438510771e-14,1.1774767703339e-50,0.825826735108456,0.276,0.062,2.16149410730193e-46,1.83956222972583e-18,2.35495354066779e-50,"AT1G21050"
"AT3G06145",7.57067779947426e-21,0.274048699983953,0.139,0.031,1.38974932364949e-16,1.43495040615637e-46,0.364730597508196,0.211,0.04,2.63413846058125e-42,7.57067779947426e-21,2.86990081231277e-46,"AT3G06145"
"AT4G00440",2.85392431886698e-45,0.308995807099967,0.179,0.026,5.23894887214411e-41,1.25285722000935e-45,0.423059017616931,0.258,0.057,2.29986999877116e-41,2.85392431886698e-45,2.50571444001872e-45,"AT4G00440"
