"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G02205",0,1.48805155063376,0.51,0.021,0,0,0.538618937699347,0.375,0.074,0,0,0,"AT1G02205"
"AT1G06080",0,0.286048698972116,0.114,0.005,0,0,0.862881075373654,0.511,0.091,0,0,0,"AT1G06080"
"AT1G16750",0,0.284303461448773,0.213,0.019,0,0,0.39604375928101,0.361,0.068,0,0,0,"AT1G16750"
"AT1G23480",0,0.559920084014252,0.323,0.024,0,0,0.474897454384304,0.408,0.093,0,0,0,"AT1G23480"
"AT1G25425",0,0.472747367943516,0.293,0.022,0,0,0.577158990543818,0.346,0.043,0,0,0,"AT1G25425"
"AT1G26945",0,0.986256536575106,0.439,0.048,0,1.26082492076513e-218,0.440165491723678,0.265,0.081,2.31449630704855e-214,1.26082492076513e-218,0,"AT1G26945"
"AT1G35180",0,0.445534986594574,0.293,0.02,0,0,0.559722925837439,0.456,0.088,0,0,0,"AT1G35180"
"AT1G65060",0,1.13100439579988,0.466,0.056,0,5.69599092632629e-163,0.268987973878902,0.215,0.068,1.04561305434572e-158,5.69599092632629e-163,0,"AT1G65060"
"AT1G65620",0,0.804087693717308,0.385,0.02,0,0,0.726191163473056,0.436,0.028,0,0,0,"AT1G65620"
"AT1G67560",0,0.590303914560254,0.401,0.06,0,3.0964019338744e-179,0.254390055967715,0.278,0.096,5.68406503001324e-175,3.0964019338744e-179,0,"AT1G67560"
"AT1G70550",0,0.380568693964727,0.262,0.028,0,0,0.468413980005298,0.385,0.079,0,0,0,"AT1G70550"
"AT1G70895",0,0.432118544718444,0.293,0.025,0,0,0.471698431766088,0.419,0.097,0,0,0,"AT1G70895"
"AT1G75500",0,0.529095502225374,0.39,0.068,0,7.05215125109823e-158,0.320812114933893,0.267,0.094,1.2945634051641e-153,7.05215125109823e-158,0,"AT1G75500"
"AT1G75900",0,0.320306870725802,0.221,0.025,0,0,0.747322987168648,0.274,0.062,0,0,0,"AT1G75900"
"AT1G78170",0,1.12116339600033,0.412,0.043,0,0,0.436844708631666,0.32,0.06,0,0,0,"AT1G78170"
"AT5G01075",0,0.625911536203967,0.408,0.051,0,0,0.261773365428604,0.231,0.046,0,0,0,"AT5G01075"
"AT5G01790",0,0.872005157647646,0.437,0.038,0,0,0.393200742611822,0.273,0.05,0,0,0,"AT5G01790"
"AT5G06270",0,0.472644389430671,0.217,0.019,0,0,0.457962952909748,0.291,0.056,0,0,0,"AT5G06270"
"AT5G13400",0,0.57636793027309,0.384,0.035,0,0,0.488687343656264,0.392,0.077,0,0,0,"AT5G13400"
