"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G11220",0,0.833289689948141,0.34,0.042,0,2.00975336359488e-139,0.281338010875475,0.279,0.094,3.68930424955112e-135,2.00975336359488e-139,0,"AT1G11220"
"AT1G11850",0,0.642248396945831,0.444,0.056,0,5.79613534315331e-188,0.25071691934878,0.125,0.016,1.06399656494265e-183,5.79613534315331e-188,0,"AT1G11850"
"AT1G16630",0,0.936924775933861,0.309,0.031,0,6.82882203881164e-303,0.70858006635842,0.371,0.093,1.25356686166465e-298,6.82882203881164e-303,0,"AT1G16630"
"AT1G21810",0,0.616787782768884,0.279,0.028,0,0,0.424709797619927,0.325,0.039,0,0,0,"AT1G21810"
"AT1G23790",0,0.861553918563262,0.382,0.039,0,1.49416524333587e-286,0.57354259890453,0.36,0.091,2.74283913719165e-282,1.49416524333587e-286,0,"AT1G23790"
"AT1G34245",0,2.19453648797883,0.431,0.011,0,0,2.35340490143437,0.478,0.035,0,0,0,"AT1G34245"
"AT1G56150",0,1.30459615373881,0.461,0.056,0,4.21595258120607e-226,0.526255303034681,0.237,0.049,7.73922415331998e-222,4.21595258120607e-226,0,"AT1G56150"
"AT1G63100",0,1.42017942550928,0.342,0.041,0,1.39212295099663e-223,0.544590597021745,0.316,0.085,2.55552010114452e-219,1.39212295099663e-223,0,"AT1G63100"
"AT1G69160",0,1.05255125967437,0.564,0.063,0,0,0.55359146740272,0.451,0.089,0,0,0,"AT1G69160"
"AT1G78170",0,1.08887506404456,0.483,0.053,0,5.07071182181271e-250,0.29812984745074,0.304,0.07,9.30830569130158e-246,5.07071182181271e-250,0,"AT1G78170"
"AT1G80080",0,2.59772302278446,0.674,0.052,0,0,3.14545944448078,0.748,0.055,0,0,0,"AT1G80080"
"AT5G01075",0,0.922027770960097,0.53,0.058,0,0,0.626205792918613,0.392,0.043,0,0,0,"AT5G01075"
"AT5G10890",0,1.03375872547524,0.507,0.021,0,0,1.0380513692369,0.534,0.038,0,0,0,"AT5G10890"
"AT5G47050",0,0.678715971166569,0.411,0.052,0,0,0.418624016985017,0.347,0.051,0,0,0,"AT5G47050"
"AT5G53210",0,1.75034052566854,0.64,0.036,0,0,1.4082276211727,0.701,0.05,0,0,0,"AT5G53210"
"AT5G56120",0,1.36728755946542,0.283,0.027,0,7.02336550107603e-210,0.977357954659627,0.28,0.072,1.28927920503253e-205,7.02336550107603e-210,0,"AT5G56120"
"AT5G60880",0,1.57712452961901,0.542,0.01,0,0,2.53097271357182,0.804,0.047,0,0,0,"AT5G60880"
"AT5G62230",0,0.288715297661877,0.187,0.01,0,1.69107290699708e-188,0.317075755039489,0.31,0.091,3.10430253537454e-184,1.69107290699708e-188,0,"AT5G62230"
"AT3G12870",0,1.64575216268562,0.292,0.029,0,2.87444684545591e-262,1.65643697900003,0.355,0.096,5.27662207420342e-258,2.87444684545591e-262,0,"AT3G12870"
"AT3G22880",0,1.77320443721568,0.564,0.076,0,8.47112086511976e-123,0.299762265884714,0.253,0.087,1.55504365721003e-118,8.47112086511976e-123,0,"AT3G22880"
"AT3G51280",0,1.7523468522467,0.387,0.049,0,2.03998868319028e-214,0.957966659453535,0.314,0.087,3.74480722573239e-210,2.03998868319028e-214,0,"AT3G51280"
"AT3G55660",0,1.10822177667761,0.373,0.051,0,6.4181022942895e-175,0.393466310083087,0.289,0.088,1.17817103816272e-170,6.4181022942895e-175,0,"AT3G55660"
"AT3G56100",0,0.483762275095462,0.225,0.017,0,0,0.714482682877011,0.403,0.081,0,0,0,"AT3G56100"
"AT3G62070",0,1.80188011743456,0.548,0.036,0,0,1.9834506148675,0.61,0.052,0,0,0,"AT3G62070"
"AT2G01505",0,0.647698209463173,0.425,0.04,0,0,0.551293937272723,0.479,0.089,0,0,0,"AT2G01505"
"AT2G02450",0,0.782634100563409,0.425,0.036,0,0,1.07415508260192,0.541,0.057,0,0,0,"AT2G02450"
"AT2G16270",0,1.13597883760388,0.355,0.027,0,0,0.777882947615987,0.396,0.099,0,0,0,"AT2G16270"
"AT3G22760",5.0718464471134e-286,0.864729641281116,0.472,0.092,9.31038852296608e-282,0,0.965464025560447,0.485,0.069,0,5.0718464471134e-286,0,"AT3G22760"
"AT3G60220",1.19384722395451e-243,0.310682432191577,0.252,0.029,2.1915453490133e-239,0,0.32506462645476,0.355,0.073,0,1.19384722395451e-243,0,"AT3G60220"
"AT4G23020",5.03057136713181e-241,0.643205704085226,0.319,0.048,9.23461985864387e-237,0,0.310642573977313,0.25,0.041,0,5.03057136713181e-241,0,"AT4G23020"
"AT3G14760",2.40179835590564e-239,1.07421842098238,0.381,0.071,4.40898124193599e-235,0,0.979110289750025,0.287,0.012,0,2.40179835590564e-239,0,"AT3G14760"
"AT2G40670",2.19680930659906e-215,0.529613571107842,0.25,0.033,4.03268284412389e-211,0,0.927505690864746,0.324,0.008,0,2.19680930659906e-215,0,"AT2G40670"
"AT1G05065",1.89530626475333e-201,0.305170700337791,0.238,0.031,3.47921371020768e-197,0,0.490907089975324,0.397,0.061,0,1.89530626475333e-201,0,"AT1G05065"
"AT4G19380",3.65436893957963e-127,0.277760795624265,0.208,0.036,6.70832506238633e-123,0,0.587119934483516,0.375,0.05,0,3.65436893957963e-127,0,"AT4G19380"
"AT1G16500",4.24792842702103e-92,0.272529565357776,0.22,0.052,7.79792221348251e-88,0,0.685541462237606,0.398,0.055,0,4.24792842702103e-92,0,"AT1G16500"
"AT3G08770",3.26237931930134e-217,1.46164022612846,0.423,0.087,5.98874971644147e-213,6.02566556913066e-303,0.407523690761754,0.323,0.067,1.10613142852532e-298,3.26237931930134e-217,1.20513311382605e-302,"AT3G08770"
"AT1G65620",4.870944204744e-288,0.699598317946521,0.291,0.033,8.94159227664856e-284,1.31333396161223e-90,0.281413967720631,0.178,0.057,2.41088715333158e-86,1.31333396161223e-90,9.74188840948707e-288,"AT1G65620"
"AT5G41070",3.47462628310865e-161,0.309003866169404,0.208,0.03,6.37837146790255e-157,9.1462973825465e-283,0.303339371506312,0.273,0.053,1.67898581051406e-278,3.47462628310865e-161,1.82925947650916e-282,"AT5G41070"
"AT5G13400",4.07729983807137e-116,0.275711378089027,0.241,0.05,7.4846993127476e-112,2.9920089222538e-268,0.294347709766206,0.361,0.089,5.4924307785813e-264,4.07729983807137e-116,5.98401784450726e-268,"AT5G13400"
"AT5G42720",5.61109953516668e-255,0.932470587561905,0.443,0.088,1.03002954167055e-250,2.67129024990623e-182,0.316602275049226,0.237,0.059,4.90368751175287e-178,2.67129024990623e-182,1.12221990703321e-254,"AT5G42720"
"AT3G11520",7.43986410977737e-201,0.451868062416278,0.238,0.032,1.36573585463183e-196,3.49757948347301e-243,0.620750639185302,0.343,0.094,6.42050665781141e-239,7.43986410977737e-201,6.99515896694595e-243,"AT3G11520"
"AT2G20590",1.25570710122385e-221,0.502749486697362,0.278,0.039,2.30510152571663e-217,3.72831369246361e-238,0.438893430531732,0.332,0.09,6.84406544525544e-234,1.25570710122385e-221,7.45662738492658e-238,"AT2G20590"
"AT3G51740",3.36207500878663e-236,0.87661660760949,0.277,0.037,6.17176109362962e-232,3.14706818576398e-216,0.896903851395446,0.335,0.098,5.77707306860694e-212,3.14706818576398e-216,6.72415001757267e-236,"AT3G51740"
"AT1G34355",4.35747881708358e-234,0.333890245604427,0.212,0.022,7.99902386452033e-230,6.37691067290515e-201,0.337442542940427,0.328,0.099,1.1706094922252e-196,6.37691067290515e-201,8.71495763416637e-234,"AT1G34355"
"AT1G06660",3.26978167055432e-224,0.338371147656096,0.248,0.031,6.00233821263657e-220,1.2300090932088e-141,0.255064979073756,0.292,0.1,2.25792769240339e-137,1.2300090932088e-141,6.53956334110813e-224,"AT1G06660"
"AT3G51930",4.22632244367511e-224,0.491963189051805,0.224,0.026,7.7582601098544e-220,1.7199839847422e-210,0.291594054547257,0.242,0.054,3.15737460079126e-206,1.7199839847422e-210,8.45264488734955e-224,"AT3G51930"
"AT5G54630",4.46135260498877e-90,0.343681961471126,0.318,0.1,8.18970497697788e-86,9.59382480317372e-223,0.277753745665431,0.348,0.1,1.7611384191186e-218,4.46135260498877e-90,1.91876496063476e-222,"AT5G54630"
"AT1G56210",2.72813245832195e-144,0.43854637239054,0.317,0.072,5.00803275374161e-140,1.17973322864074e-200,0.283591037623062,0.291,0.076,2.1656362878158e-196,2.72813245832195e-144,2.35946645728144e-200,"AT1G56210"
