"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G02730",0,0.745082090153388,0.377,0.027,0,0,1.03137685704296,0.749,0.098,0,0,0,"AT1G02730"
"AT1G05440",0,0.256633366108404,0.242,0.016,0,0,0.855455131363902,0.734,0.087,0,0,0,"AT1G05440"
"AT1G08560",0,2.41002094301879,0.674,0.055,0,0,2.12463534332178,0.622,0.099,0,0,0,"AT1G08560"
"AT1G11220",0,0.469437784021663,0.34,0.024,0,0,0.26344693112523,0.374,0.069,0,0,0,"AT1G11220"
"AT1G16630",0,0.447675662398875,0.256,0.019,0,0,0.726198322519537,0.491,0.058,0,0,0,"AT1G16630"
"AT1G18550",0,0.258536831175558,0.251,0.032,0,0,0.755846278176165,0.706,0.094,0,0,0,"AT1G18550"
"AT1G23790",0,0.482638305980948,0.366,0.02,0,0,0.633528933918661,0.53,0.05,0,0,0,"AT1G23790"
"AT1G30600",0,0.276734960974047,0.264,0.039,0,0,0.372099051443639,0.43,0.099,0,0,0,"AT1G30600"
"AT1G63100",0,0.715735670827884,0.35,0.022,0,0,0.760993490879813,0.465,0.049,0,0,0,"AT1G63100"
"AT1G67035",0,0.355728494311545,0.215,0.012,0,0,0.603607394453506,0.51,0.074,0,0,0,"AT1G67035"
"AT5G01910",0,0.589559577119981,0.392,0.021,0,0,1.6513563166504,0.722,0.095,0,0,0,"AT5G01910"
"AT5G38300",0,0.454921224353241,0.232,0.015,0,0,0.309099749405658,0.339,0.077,0,0,0,"AT5G38300"
"AT5G44040",0,0.516850318213545,0.367,0.051,0,0,1.27223826312818,0.543,0.074,0,0,0,"AT5G44040"
"AT5G45700",0,0.702028860331033,0.414,0.03,0,0,1.28171288498688,0.675,0.076,0,0,0,"AT5G45700"
"AT5G56120",0,0.671756991720662,0.244,0.015,0,0,1.09849033956762,0.389,0.043,0,0,0,"AT5G56120"
"AT5G66230",0,1.59951550043246,0.366,0.024,0,0,1.82966881807525,0.458,0.069,0,0,0,"AT5G66230"
"AT3G03130",0,0.799875653774431,0.374,0.023,0,0,1.28150805440049,0.686,0.092,0,0,0,"AT3G03130"
"AT3G05330",0,0.55476948815845,0.288,0.028,0,0,0.922889862849514,0.524,0.077,0,0,0,"AT3G05330"
"AT3G06840",0,0.401361709674731,0.368,0.062,0,0,0.345480979277214,0.408,0.087,0,0,0,"AT3G06840"
"AT3G11520",0,0.461110359871095,0.29,0.015,0,0,0.796501326581424,0.503,0.055,0,0,0,"AT3G11520"
