"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G74010",0,0.582595032648878,0.245,0.029,0,8.41723550976244e-205,1.08079919986708,0.212,0.023,1.54515192252709e-200,8.41723550976244e-205,0,"AT1G74010"
"AT3G47380",0,0.829745316503096,0.351,0.069,0,3.57727634482867e-102,0.882253278588938,0.178,0.03,6.566806186202e-98,3.57727634482867e-102,0,"AT3G47380"
"AT3G54420",0,1.13902445615464,0.389,0.079,0,5.43195067482036e-88,0.309536096847986,0.122,0.017,9.97143185376773e-84,5.43195067482036e-88,0,"AT3G54420"
"AT2G02990",0,1.34409844413755,0.42,0.079,0,2.33750160614621e-156,0.681155628509462,0.222,0.032,4.29095169840261e-152,2.33750160614621e-156,0,"AT2G02990"
"AT4G15610",0,2.4618282523599,0.435,0.064,0,2.88298141230284e-136,1.27494231908542,0.155,0.018,5.29228897856433e-132,2.88298141230284e-136,0,"AT4G15610"
"AT4G21920",9.68221416265433e-255,0.502719912068347,0.247,0.047,1.77736405383846e-250,0,0.575185667588003,0.199,0.012,0,9.68221416265433e-255,0,"AT4G21920"
"AT1G52200",8.51086214342919e-302,0.772320465987423,0.197,0.025,1.5623389636693e-297,8.83785648785629e-235,2.14150942736546,0.318,0.046,1.62236531547578e-230,8.83785648785629e-235,1.70217242868582e-301,"AT1G52200"
"AT3G14060",1.43924384777726e-298,0.751119947263488,0.391,0.1,2.64201993136471e-294,2.04911516483312e-145,0.450209953294736,0.215,0.032,3.76156070808416e-141,2.04911516483312e-145,2.87848769555451e-298,"AT3G14060"
"AT1G69570",6.79458008206992e-297,0.704310200186882,0.261,0.046,1.24728106566557e-292,1.59120248844807e-60,0.558266023686272,0.246,0.08,2.92097040804412e-56,1.59120248844807e-60,1.35891601641385e-296,"AT1G69570"
"AT3G21780",2.55742991180744e-288,0.495880624011806,0.3,0.062,4.69467408910491e-284,3.38154704817312e-122,0.253522666049996,0.165,0.023,6.20750591633141e-118,3.38154704817312e-122,5.11485982361463e-288,"AT3G21780"
"AT1G64380",2.12158555843167e-287,0.77001579239757,0.377,0.097,3.89459460961302e-283,1.68204678522315e-46,0.328620636951833,0.186,0.059,3.08773328363414e-42,1.68204678522315e-46,4.24317111686332e-287,"AT1G64380"
"AT1G19610",9.23477188445324e-285,1.11989993209975,0.325,0.072,1.69522707482908e-280,5.15719770069534e-146,0.453213618427024,0.105,0.008,9.46706781916643e-142,5.15719770069534e-146,1.84695437689063e-284,"AT1G19610"
"AT2G19800",1.49937319397835e-270,0.909590909473158,0.267,0.052,2.75239937218606e-266,5.37740851965954e-99,0.406994536791104,0.176,0.031,9.87130881953902e-95,5.37740851965954e-99,2.99874638795645e-270,"AT2G19800"
