"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT2G40740",3.1569957629237e-14,1.21789479539972,0.25,0.004,5.79529712199904e-10,0,0.637889446521707,0.489,0,0,3.1569957629237e-14,0,"AT2G40740"
"AT4G04450",3.04227346379421e-10,0.444057008840696,0.25,0.006,5.58470139748704e-06,0,0.479496467057264,0.511,0.001,0,3.04227346379421e-10,0,"AT4G04450"
"AT4G38000",1.34441838904969e-08,0.441085810912634,0.25,0.007,0.000246794883677852,0,0.426077719861286,0.436,0.001,0,1.34441838904969e-08,0,"AT4G38000"
"AT5G42690",1.43772206108973e-08,0.436539581918197,0.25,0.007,0.000263922638754243,0,0.646651009601109,0.649,0.007,0,1.43772206108973e-08,0,"AT5G42690"
"AT1G25230",2.45924817472324e-07,1.20211312916466,0.5,0.035,0.00451444187433945,0,1.39373527309377,0.894,0.034,0,2.45924817472324e-07,0,"AT1G25230"
"AT3G58000",3.94476343855227e-07,0.409158584651396,0.25,0.009,0.0072414022441504,0,0.574526982180886,0.489,0,0,3.94476343855227e-07,0,"AT3G58000"
"AT5G02460",5.44887147330928e-05,1.04424397903311,0.25,0.014,1,0,1.93052930099522,0.936,0.01,0,5.44887147330928e-05,0,"AT5G02460"
"AT3G10185",0.000365458293554003,0.430391199204559,0.25,0.018,1,0,1.09538828018775,0.734,0.002,0,0.000365458293554003,0,"AT3G10185"
"AT2G28410",0.000636424550922586,0.685113628121705,0.25,0.019,1,0,3.94471007122689,0.904,0.033,0,0.000636424550922586,0,"AT2G28410"
"AT3G24140",0.00430687597659966,0.576925338978639,0.25,0.025,1,0,2.85894332686845,0.979,0.006,0,0.00430687597659966,0,"AT3G24140"
"AT5G66440",0.00765026319798101,1.49917540410646,0.25,0.029,1,0,2.92728357834474,1,0.02,0,0.00765026319798101,0,"AT5G66440"
"AT2G46070",0.00965440126047939,0.73209408847129,0.25,0.031,1,0,1.8475375321198,0.947,0.04,0,0.00965440126047939,0,"AT2G46070"
"AT1G71050",0.0147212092987947,3.43745718602918,0.25,0.034,1,0,3.48869011630741,0.979,0.004,0,0.0147212092987947,0,"AT1G71050"
"AT5G53370",0.0542264503751197,0.328012702057733,0.25,0.048,1,0,0.906585336463538,0.777,0.021,0,0.0542264503751197,0,"AT5G53370"
"AT5G25980",0.103095586020403,3.22092694480675,0.25,0.063,1,0,4.01552905253883,0.649,0.002,0,0.103095586020403,0,"AT5G25980"
"AT3G60540",4.46355460910039e-05,0.645084991587544,0.5,0.053,0.819374719592558,1.21789421098197e-290,0.519707942036317,0.447,0.012,2.23568840309959e-286,4.46355460910039e-05,2.43578842196384e-290,"AT3G60540"
"AT3G24130",1.30823133544365e-268,0.454576168945366,0.25,0,2.40152026247391e-264,1.15270252921506e-279,3.04984490924789,1,0.075,2.11601603288009e-275,1.30823133544365e-268,2.30540505842988e-279,"AT3G24130"
"AT4G22910",0.00531449782760107,0.423792024471853,0.25,0.028,1,8.77362973558603e-203,0.634476534159774,0.713,0.046,1.61057521056153e-198,0.00531449782760107,1.75472594711719e-202,"AT4G22910"
"AT2G36470",0.00152899906434427,0.389976562775708,0.25,0.022,1,1.5013518931595e-183,0.282175129479757,0.362,0.013,2.75603167027288e-179,0.00152899906434427,3.00270378631892e-183,"AT2G36470"
"AT1G63180",0.0678710121669403,1.96321510481592,0.25,0.055,1,2.70073445099196e-94,0.264999800784036,0.277,0.015,4.95773823168594e-90,0.0678710121669403,5.40146890198387e-94,"AT1G63180"
"AT3G19660",0.00375535051794464,0.658439954852117,0.5,0.089,1,9.64130602811232e-85,0.319122858543543,0.245,0.013,1.76985454758058e-80,0.00375535051794464,1.92826120562246e-84,"AT3G19660"
