"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G06830",0,1.7011734942271,0.299,0.003,0,1.10900385975811e-201,1.24694597817692,0.467,0.01,2.03579838535796e-197,1.10900385975811e-201,0,"AT1G06830"
"AT1G07640",0,1.29633890113303,0.639,0.014,0,2.80010546788003e-214,1.50040369115044,0.711,0.021,5.14015360738737e-210,2.80010546788003e-214,0,"AT1G07640"
"AT1G10380",0,1.30591493901583,0.618,0.002,0,2.40406295706752e-253,1.09398849995688,0.444,0.007,4.41313837028884e-249,2.40406295706752e-253,0,"AT1G10380"
"AT1G22710",0,2.00868017319718,0.646,0.028,0,0,1.50930704081164,0.533,0.005,0,0,0,"AT1G22710"
"AT1G23040",0,1.26481479553347,0.694,0.008,0,0,2.07581966022359,0.733,0.009,0,0,0,"AT1G23040"
"AT1G24735",0,0.354595360180463,0.25,0.002,0,2.60449141265057e-44,0.857214068038804,0.444,0.04,4.78106488620266e-40,2.60449141265057e-44,0,"AT1G24735"
"AT1G33080",0,1.78813282370269,0.812,0.011,0,4.92834200907999e-94,0.369236907866393,0.289,0.008,9.04695742606814e-90,4.92834200907999e-94,0,"AT1G33080"
"AT1G54575",0,2.31365859779265,0.257,0.003,0,0,0.504714561308511,0.222,0.001,0,0,0,"AT1G54575"
"AT1G69970",0,0.785685424132329,0.41,0.002,0,0,1.38268380599473,0.533,0.004,0,0,0,"AT1G69970"
"AT1G73630",0,0.451678781790401,0.229,0.001,0,1.19727247066207e-115,1.7313484468546,0.578,0.027,2.19783307439436e-111,1.19727247066207e-115,0,"AT1G73630"
"AT1G79430",0,3.09467873606899,0.958,0.011,0,0,3.24533729995879,0.956,0.004,0,0,0,"AT1G79430"
"AT5G02260",0,0.620618459666535,0.354,0.01,0,2.17815881218676e-25,0.397003703548565,0.2,0.014,3.99844613153123e-21,2.17815881218676e-25,0,"AT5G02260"
"AT5G02600",0,3.13954617026721,0.979,0.059,0,0,2.5711962278663,0.933,0.002,0,0,0,"AT5G02600"
"AT5G04080",0,3.20767010074207,0.715,0.014,0,0,2.89217522485129,0.4,0,0,0,0,"AT5G04080"
"AT5G04980",0,0.61540063222151,0.264,0.003,0,0,0.80404023092304,0.578,0.001,0,0,0,"AT5G04980"
"AT5G05790",0,0.273021802060691,0.174,0.002,0,0,1.36067834770361,0.622,0.006,0,0,0,"AT5G05790"
"AT5G06850",0,0.920988652558606,0.5,0.001,0,0,1.48234106230578,0.711,0.001,0,0,0,"AT5G06850"
"AT5G17450",0,1.66302294136167,0.632,0.002,0,0,2.3271659489436,0.689,0.002,0,0,0,"AT5G17450"
"AT5G18240",0,1.76129163424294,0.521,0.001,0,0,1.74428838244648,0.489,0.001,0,0,0,"AT5G18240"
"AT5G18600",0,5.40521030910621,0.688,0.028,0,0,0.887952431957309,0.244,0,0,0,0,"AT5G18600"
"AT5G27690",0,1.79473744189578,0.833,0.002,0,0,2.36433742210902,0.933,0.002,0,0,0,"AT5G27690"
"AT5G35670",0,0.790368589322712,0.479,0.014,0,1.36565138955928e-20,0.304229075352474,0.178,0.014,2.50692625581397e-16,1.36565138955928e-20,0,"AT5G35670"
"AT5G40690",0,1.02970710368982,0.312,0.007,0,1.06607392873712e-25,0.630830371480725,0.444,0.064,1.95699191098272e-21,1.06607392873712e-25,0,"AT5G40690"
"AT5G40980",0,0.664415058248486,0.333,0.006,0,3.50072247765511e-231,0.633412777923527,0.267,0.003,6.42627625223148e-227,3.50072247765511e-231,0,"AT5G40980"
"AT5G42146",0,0.775590719356726,0.438,0.001,0,0,1.07932193005305,0.556,0,0,0,0,"AT5G42146"
"AT5G43380",0,2.53244959918555,0.854,0.004,0,0,2.71273929673854,0.867,0.001,0,0,0,"AT5G43380"
