"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G29290",0,1.10890169374124,0.356,0.018,0,0,1.50855319134206,0.323,0.02,0,0,0,"AT1G29290"
"AT5G17980",0,0.610925499397891,0.26,0.013,0,1.79264030496456e-102,0.365440226907311,0.197,0.051,3.29074980782344e-98,1.79264030496456e-102,0,"AT5G17980"
"AT5G42200",0,0.929185468098534,0.42,0.028,0,2.04842002601838e-229,0.501670005243458,0.176,0.021,3.76028464176195e-225,2.04842002601838e-229,0,"AT5G42200"
"AT5G57630",0,0.927433583012352,0.491,0.041,0,0,0.527827120828907,0.236,0.013,0,0,0,"AT5G57630"
"AT3G13650",0,3.2310022728676,0.427,0.03,0,1.11111343058632e-258,0.34141601159815,0.129,0.009,2.03967092452731e-254,1.11111343058632e-258,0,"AT3G13650"
"AT3G16330",0,1.20522072339779,0.201,0.008,0,0,1.06103588912994,0.303,0.032,0,0,0,"AT3G16330"
"AT3G25597",0,2.15911310523576,0.386,0.014,0,0,0.937956319243302,0.335,0.056,0,0,0,"AT3G25597"
"AT3G49120",0,2.0793927352016,0.726,0.065,0,0,1.84790582194841,0.471,0.084,0,0,0,"AT3G49120"
"AT3G52520",0,1.27429457291588,0.477,0.017,0,1.90308761857569e-207,0.519161816920182,0.286,0.06,3.4934979414194e-203,1.90308761857569e-207,0,"AT3G52520"
"AT2G31940",0,1.63332434304847,0.562,0.015,0,7.2290014008397e-101,0.304491228337112,0.112,0.019,1.32702778715214e-96,7.2290014008397e-101,0,"AT2G31940"
"AT4G15120",0,2.1807510753616,0.658,0.02,0,0,1.9404590576131,0.546,0.063,0,0,0,"AT4G15120"
"AT4G16790",0,1.00055931062099,0.452,0.005,0,0,0.746955887407825,0.284,0.031,0,0,0,"AT4G16790"
"AT2G22560",1.38654972120187e-286,0.597171358330445,0.242,0.014,2.54528932321027e-282,0,0.509611906240338,0.286,0.03,0,1.38654972120187e-286,0,"AT2G22560"
"AT5G13080",3.43712603449648e-283,0.620991887093673,0.176,0.007,6.30953226152519e-279,0,0.438050137592387,0.189,0.015,0,3.43712603449648e-283,0,"AT5G13080"
"AT1G65690",4.7659316234672e-229,1.05114181240204,0.281,0.024,8.74882068119873e-225,0,2.31014965441739,0.475,0.028,0,4.7659316234672e-229,0,"AT1G65690"
"AT5G20830",5.58883334735165e-201,0.301651599992295,0.158,0.008,1.02594213757334e-196,0,0.356177569238856,0.22,0.024,0,5.58883334735165e-201,0,"AT5G20830"
"AT1G02310",6.24585624136865e-195,1.10745705828285,0.219,0.017,1.14655183022804e-190,0,0.881639696339807,0.375,0.018,0,6.24585624136865e-195,0,"AT1G02310"
"AT4G00440",1.88237404549576e-179,0.450626953679795,0.247,0.024,3.45547403531657e-175,0,0.743555169347263,0.386,0.046,0,1.88237404549576e-179,0,"AT4G00440"
"AT2G16700",1.43811012663867e-141,0.933280615371359,0.333,0.054,2.63993875947061e-137,0,0.954003334259498,0.388,0.069,0,1.43811012663867e-141,0,"AT2G16700"
"AT3G02800",1.86502853062718e-128,0.791955921348274,0.388,0.077,3.42363287367231e-124,0,1.17911390361062,0.55,0.073,0,1.86502853062718e-128,0,"AT3G02800"
"AT1G55365",1.7395852736592e-114,0.428840601440264,0.249,0.037,3.1933566868562e-110,0,0.615670257586306,0.375,0.061,0,1.7395852736592e-114,0,"AT1G55365"
"AT3G20300",8.35133108671641e-62,0.288097763770106,0.212,0.045,1.53305384758853e-57,0,0.3549284199686,0.248,0.03,0,8.35133108671641e-62,0,"AT3G20300"
"AT3G17420",1.14494121126779e-60,0.287980463892706,0.116,0.015,2.10176858152429e-56,0,0.286632538938277,0.163,0.01,0,1.14494121126779e-60,0,"AT3G17420"
"AT5G42900",2.36403322522927e-52,0.294696322392563,0.155,0.029,4.33965579155338e-48,0,0.432905856320688,0.233,0.017,0,2.36403322522927e-52,0,"AT5G42900"
"AT1G52565",7.71740148499724e-52,0.56987922989836,0.21,0.051,1.41668339060094e-47,0,1.0372160897655,0.407,0.07,0,7.71740148499724e-52,0,"AT1G52565"
"AT3G10960",1.31813079601102e-46,0.290850898390318,0.13,0.023,2.41969270223743e-42,0,1.43879491191492,0.606,0.089,0,1.31813079601102e-46,0,"AT3G10960"
"AT5G41800",2.52712617960555e-34,0.261227439482782,0.235,0.077,4.6390455279019e-30,0,0.521601629081146,0.363,0.061,0,2.52712617960555e-34,0,"AT5G41800"
"AT5G13330",1.31232439352786e-33,0.344365829197212,0.139,0.034,2.4090338891991e-29,0,0.837468266379242,0.243,0.029,0,1.31232439352786e-33,0,"AT5G13330"
"AT5G01370",3.40961586018263e-30,0.263601659033523,0.171,0.049,6.25903183453725e-26,0,1.27291359460653,0.525,0.095,0,3.40961586018263e-30,0,"AT5G01370"
"AT3G54420",8.91615047557521e-27,0.879997947664533,0.242,0.094,1.63673774280134e-22,0,0.656449722806616,0.219,0.011,0,8.91615047557521e-27,0,"AT3G54420"
"AT5G53830",3.60018386998935e-14,0.298802533350215,0.107,0.038,6.60885753013945e-10,0,0.789541696083222,0.322,0.022,0,3.60018386998935e-14,0,"AT5G53830"
"AT1G72060",1.87359896673862e-10,0.544836908190045,0.155,0.076,3.43936562324208e-06,0,0.588749431505299,0.246,0.026,0,1.87359896673862e-10,0,"AT1G72060"
"AT5G03610",2.42630012951131e-08,0.493014781206267,0.148,0.08,0.000445395914774391,0,0.709932271850882,0.381,0.053,0,2.42630012951131e-08,0,"AT5G03610"
"AT5G46350",1.25852052637638e-234,0.898469055013562,0.263,0.021,2.31026613026911e-230,1.54019905445325e-302,0.424210535780112,0.148,0.01,2.82734340425983e-298,1.25852052637638e-234,3.08039810890646e-302,"AT5G46350"
"AT4G01700",2.71859099954601e-127,0.567859095538075,0.178,0.018,4.99051749786661e-123,4.55133199591468e-299,0.739470818327497,0.224,0.026,8.35488014490058e-295,2.71859099954601e-127,9.10266399182859e-299,"AT4G01700"
"AT1G73850",1.65848802879202e-290,0.460914318202064,0.279,0.019,3.04448647445351e-286,2.73523182287305e-227,0.347578671792075,0.152,0.015,5.02106505724806e-223,2.73523182287305e-227,3.3169760575837e-290,"AT1G73850"
"AT5G65870",5.80195911692029e-289,0.549862768132753,0.26,0.016,1.06506563509306e-284,7.20438615325651e-40,0.647334043484163,0.171,0.07,1.3225091661533e-35,7.20438615325651e-40,1.16039182338393e-288,"AT5G65870"
"AT2G38800",7.42886414001387e-276,0.704026420400193,0.489,0.06,1.36371659018235e-271,1.29415351121277e-130,0.371815988925816,0.154,0.027,2.37567760053329e-126,1.29415351121277e-130,1.48577282800268e-275,"AT2G38800"
"AT1G67050",3.37370146210962e-268,0.416424084583693,0.231,0.014,6.19310377399462e-264,5.73236789519476e-94,0.45529256066692,0.229,0.07,1.0522907745209e-89,5.73236789519476e-94,6.74740292421886e-268,"AT1G67050"
