"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G02205",0,0.785025448566676,0.311,0.04,0,0,0.949216278150652,0.516,0.063,0,0,0,"AT1G02205"
"AT1G04040",0,0.990111204789821,0.243,0.026,0,1.78380710333454e-191,0.642449515739242,0.105,0.015,3.27453469959121e-187,1.78380710333454e-191,0,"AT1G04040"
"AT1G16750",0,0.382749393548626,0.298,0.021,0,0,0.398344522094435,0.372,0.068,0,0,0,"AT1G16750"
"AT1G22250",0,1.25914880754989,0.47,0.02,0,0,0.433424469052742,0.266,0.024,0,0,0,"AT1G22250"
"AT1G23480",0,0.556226864200511,0.395,0.028,0,0,0.708805687728813,0.544,0.082,0,0,0,"AT1G23480"
"AT1G34640",0,0.807287041601975,0.54,0.047,0,0,0.928856752935079,0.666,0.098,0,0,0,"AT1G34640"
"AT1G35180",0,0.558015576754289,0.374,0.024,0,0,0.783648393035096,0.612,0.075,0,0,0,"AT1G35180"
"AT1G45201",0,2.50722564171664,0.308,0.009,0,3.71577508807729e-202,1.52727978137273,0.136,0.024,6.82104832918347e-198,3.71577508807729e-202,0,"AT1G45201"
"AT1G55260",0,3.11018024422809,0.924,0.082,0,0,1.69515912084743,0.713,0.079,0,0,0,"AT1G55260"
"AT1G62975",0,0.330273524262763,0.12,0.002,0,0,0.746461380336079,0.447,0.045,0,0,0,"AT1G62975"
"AT1G63220",0,0.477814086205457,0.292,0.034,0,0,0.485802904557836,0.327,0.07,0,0,0,"AT1G63220"
"AT1G67560",0,0.879371069328651,0.557,0.063,0,0,0.459040198165639,0.419,0.085,0,0,0,"AT1G67560"
"AT1G68530",0,1.05036695411021,0.576,0.049,0,0,0.485651644941364,0.337,0.029,0,0,0,"AT1G68530"
"AT1G70895",0,0.524268808652313,0.386,0.028,0,0,0.527029739701729,0.488,0.092,0,0,0,"AT1G70895"
"AT1G75500",0,2.02267197558142,0.697,0.065,0,0,1.04429149629071,0.393,0.084,0,0,0,"AT1G75500"
"AT1G75900",0,0.79751281597916,0.38,0.025,0,0,1.46770356264057,0.441,0.048,0,0,0,"AT1G75900"
"AT1G77200",0,0.340677300938705,0.241,0.009,0,0,0.841827336704958,0.48,0.054,0,0,0,"AT1G77200"
"AT1G78170",0,1.39532638257669,0.516,0.048,0,0,0.506292975166759,0.357,0.058,0,0,0,"AT1G78170"
"AT5G01790",0,1.20104997222375,0.585,0.042,0,0,0.44158470639623,0.287,0.05,0,0,0,"AT5G01790"
"AT5G03120",0,0.822672993908098,0.345,0.019,0,0,0.626069362239876,0.391,0.034,0,0,0,"AT5G03120"
"AT5G06270",0,0.767035470299759,0.276,0.022,0,0,0.858302005154749,0.404,0.047,0,0,0,"AT5G06270"
"AT5G13400",0,0.915248058615739,0.564,0.037,0,0,0.565604905727822,0.471,0.071,0,0,0,"AT5G13400"
"AT5G14410",0,1.63285054132407,0.863,0.08,0,0,0.759292796862212,0.599,0.086,0,0,0,"AT5G14410"
"AT5G14920",0,0.864978422385419,0.39,0.062,0,6.13565030852908e-104,0.440015067427267,0.236,0.097,1.12632132713668e-99,6.13565030852908e-104,0,"AT5G14920"
"AT5G15310",0,0.664767654666368,0.422,0.045,0,0,1.18604615082798,0.608,0.088,0,0,0,"AT5G15310"
"AT5G22270",0,0.68454430767233,0.269,0.027,0,2.03439487236356e-147,0.369237747949362,0.104,0.019,3.73453866719778e-143,2.03439487236356e-147,0,"AT5G22270"
"AT5G26731",0,0.65418526295415,0.439,0.055,0,0,0.313874847840166,0.312,0.069,0,0,0,"AT5G26731"
"AT5G40380",0,0.389066907655777,0.281,0.016,0,0,0.361899233981565,0.316,0.052,0,0,0,"AT5G40380"
