"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT1G05370",0,0.350966892508838,0.19,0.015,0,0,0.420409415841527,0.36,0.075,0,0,0,"AT1G05370"
"AT1G07640",0,0.64874749355939,0.269,0.007,0,0,0.724058152852973,0.229,0.011,0,0,0,"AT1G07640"
"AT1G10750",0,0.250682762832379,0.175,0.004,0,0,0.423854091022896,0.31,0.018,0,0,0,"AT1G10750"
"AT1G14630",0,1.011117949314,0.341,0.026,0,0,0.510747045303129,0.212,0.013,0,0,0,"AT1G14630"
"AT1G15760",0,0.283952506671327,0.16,0.005,0,0,0.480532475212122,0.371,0.063,0,0,0,"AT1G15760"
"AT1G28400",0,0.973227377559739,0.343,0.011,0,0,1.67566240697797,0.528,0.049,0,0,0,"AT1G28400"
"AT1G67720",0,0.384536906572936,0.266,0.025,0,0,0.468039505191621,0.44,0.077,0,0,0,"AT1G67720"
"AT1G68430",0,0.626431071316337,0.234,0.004,0,0,0.267836111544988,0.149,0.006,0,0,0,"AT1G68430"
"AT1G69580",0,0.559575292459058,0.319,0.033,0,1.4937106533446e-273,0.297966757912927,0.229,0.036,2.74200464634468e-269,1.4937106533446e-273,0,"AT1G69580"
"AT1G73590",0,0.633870801335737,0.336,0.022,0,0,1.11771423467954,0.69,0.079,0,0,0,"AT1G73590"
"AT1G73850",0,0.580868188319227,0.324,0.011,0,0,0.294377944199139,0.167,0.013,0,0,0,"AT1G73850"
"AT1G78110",0,0.377111673918237,0.206,0.016,0,1.06102914827095e-285,0.311840094409072,0.172,0.019,1.94773120748098e-281,1.06102914827095e-285,0,"AT1G78110"
"AT5G01370",0,2.30355425797099,0.485,0.035,0,0,1.80081932660765,0.541,0.088,0,0,0,"AT5G01370"
"AT5G02460",0,0.33412648358446,0.154,0.009,0,0,0.300244541639937,0.128,0.006,0,0,0,"AT5G02460"
"AT5G03610",0,1.07558765319422,0.524,0.064,0,0,0.374133508147789,0.317,0.051,0,0,0,"AT5G03610"
"AT5G10510",0,0.725706372482716,0.405,0.019,0,0,0.736105942123093,0.498,0.027,0,0,0,"AT5G10510"
"AT5G13790",0,0.391717313647834,0.261,0.011,0,0,0.389149474771287,0.385,0.047,0,0,0,"AT5G13790"
"AT5G16230",0,0.299323726094307,0.169,0.01,0,0,0.490637732626636,0.29,0.027,0,0,0,"AT5G16230"
"AT5G16720",0,0.348569426073661,0.245,0.023,0,0,0.376430626109443,0.34,0.044,0,0,0,"AT5G16720"
"AT5G18690",0,0.390773039599088,0.234,0.016,0,0,0.471380523536054,0.408,0.079,0,0,0,"AT5G18690"
"AT5G24800",0,2.64705609838089,0.33,0.012,0,0,1.5170892160265,0.186,0.017,0,0,0,"AT5G24800"
"AT5G25490",0,1.63959119978859,0.36,0.006,0,0,1.36103667496206,0.291,0.008,0,0,0,"AT5G25490"
"AT5G37660",0,0.914742903839112,0.288,0.009,0,0,0.397897725578842,0.17,0.006,0,0,0,"AT5G37660"
"AT5G39240",0,0.470673159319177,0.162,0.002,0,0,0.967579140418866,0.508,0.051,0,0,0,"AT5G39240"
"AT5G42200",0,0.656608092095786,0.332,0.022,0,5.39767774488945e-304,0.354309330727157,0.175,0.019,9.90851703629356e-300,5.39767774488945e-304,0,"AT5G42200"
"AT5G50130",0,0.48992859849535,0.202,0.011,0,9.28644962841296e-206,0.263868360001137,0.12,0.013,1.70471355828777e-201,9.28644962841296e-206,0,"AT5G50130"
"AT5G60200",0,1.95961257247732,0.625,0.032,0,0,1.25810780570365,0.681,0.062,0,0,0,"AT5G60200"
"AT3G02000",0,1.26870700993727,0.207,0.003,0,0,1.25319195506481,0.348,0.026,0,0,0,"AT3G02000"
"AT3G14570",0,0.509510865171476,0.107,0.001,0,1.81995126839605e-113,0.353377847428202,0.201,0.058,3.34088454339463e-109,1.81995126839605e-113,0,"AT3G14570"
"AT3G14990",0,2.50114555202057,0.638,0.095,0,1.10979430639177e-51,0.652394979242438,0.164,0.065,2.03724940824336e-47,1.10979430639177e-51,0,"AT3G14990"
"AT3G15680",0,2.9591631961575,0.457,0.009,0,0,2.55795544847166,0.419,0.02,0,0,0,"AT3G15680"
"AT3G16330",0,0.659291185337166,0.131,0.006,0,1.4522370358416e-49,0.271835752603657,0.115,0.038,2.66587152669443e-45,1.4522370358416e-49,0,"AT3G16330"
"AT3G25130",0,0.301409918676843,0.224,0.022,0,0,0.31730349237446,0.238,0.024,0,0,0,"AT3G25130"
"AT3G26760",0,0.459061262035563,0.196,0.004,0,0,0.668896325064106,0.215,0.018,0,0,0,"AT3G26760"
"AT3G28420",0,1.0484000574564,0.274,0.011,0,0,0.817960860962482,0.417,0.02,0,0,0,"AT3G28420"
