"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"AT3G22740",0,0.566412258064589,0.129,0.004,0,"AT3G22740"
"AT5G24780",0,1.8826243854195,0.397,0.01,0,"AT5G24780"
"AT1G54020",0,0.889706783874193,0.283,0.018,0,"AT1G54020"
"AT5G09980",0,0.353970937198484,0.197,0.024,0,"AT5G09980"
"AT4G10390",0,0.378103318586802,0.251,0.026,0,"AT4G10390"
"AT1G76640",0,1.51524041608406,0.39,0.027,0,"AT1G76640"
"AT2G22200",3.74112271166283e-157,0.280882503563556,0.139,0.028,6.86757896179946e-153,"AT2G22200"
"AT1G76790",0,1.60471345454618,0.463,0.029,0,"AT1G76790"
"AT3G62860",0,0.266825104272818,0.231,0.032,0,"AT3G62860"
"AT3G46660",2.78192501875532e-295,0.558531758118789,0.208,0.035,5.10677975692913e-291,"AT3G46660"
"AT1G24070",0,1.46841952683873,0.573,0.039,0,"AT1G24070"
"AT5G50335",2.3910908313712e-254,0.639100868237296,0.205,0.039,4.38932543914812e-250,"AT5G50335"
"AT1G19610",4.08990875441921e-51,0.54473850517687,0.122,0.045,7.50784550048735e-47,"AT1G19610"
"AT2G34600",2.31898222346127e-135,0.287046601426709,0.192,0.053,4.25695566760786e-131,"AT2G34600"
"AT4G30280",7.90386144700263e-111,0.428074034701835,0.18,0.054,1.45091184582627e-106,"AT4G30280"
"AT4G29700",0,0.444771557546449,0.343,0.059,0,"AT4G29700"
"AT4G27860",7.58949831930264e-215,0.27813381615273,0.244,0.059,1.39320420647438e-210,"AT4G27860"
"AT1G73325",0,0.555455772123252,0.37,0.06,0,"AT1G73325"
"AT3G16470",0,1.70651249491138,0.6,0.066,0,"AT3G16470"
"AT5G52050",7.88614762401533e-75,0.332834189912313,0.19,0.073,1.44766011934049e-70,"AT5G52050"
"AT1G14250",0,1.95911786318457,0.594,0.076,0,"AT1G14250"
"AT1G51090",1.17600828047515e-80,0.457288135999451,0.212,0.084,2.15879840046823e-76,"AT1G51090"
"AT4G04830",0,0.985823445786079,0.393,0.093,0,"AT4G04830"
"AT2G25735",2.69601108963381e-30,0.371755202245225,0.174,0.094,4.94906755724079e-26,"AT2G25735"
"AT1G52040",0,2.71458014936618,0.894,0.122,0,"AT1G52040"
"AT4G21910",0,1.182419590485,0.695,0.124,0,"AT4G21910"
"AT2G43520",0,1.17212068676247,0.573,0.138,0,"AT2G43520"
"AT3G53370",0,0.478325248300587,0.466,0.144,0,"AT3G53370"
"AT1G06640",0,1.61101353264134,0.826,0.174,0,"AT1G06640"
"AT1G31580",0,0.726656454406269,0.542,0.177,0,"AT1G31580"
"AT3G29575",0,0.618086724696273,0.562,0.184,0,"AT3G29575"
"AT1G52410",0,2.33410335890432,0.873,0.188,0,"AT1G52410"
"AT2G14750",0,0.780894379566838,0.536,0.189,0,"AT2G14750"
"AT2G43530",0,1.96090977337466,0.795,0.191,0,"AT2G43530"
"AT2G46650",0,1.92358554807296,0.677,0.192,0,"AT2G46650"
"AT3G55970",0,1.56027056361356,0.746,0.194,0,"AT3G55970"
"AT2G42530",0,1.96780649254674,0.721,0.199,0,"AT2G42530"
"AT1G53560",7.49873295821752e-275,0.533319530058685,0.536,0.203,1.37654240913999e-270,"AT1G53560"
"AT1G19670",0,2.12842970870152,0.825,0.206,0,"AT1G19670"
"AT1G44350",0,0.976019257357862,0.715,0.216,0,"AT1G44350"
"AT1G52400",0,2.86390129009357,0.93,0.22,0,"AT1G52400"
"AT1G73480",1.69814095942476e-244,0.510045738750089,0.546,0.227,3.11727735921604e-240,"AT1G73480"
"AT3G47340",1.30373820382241e-198,0.672290928249185,0.541,0.236,2.39327222075679e-194,"AT3G47340"
"AT4G38810",0,0.722444564111614,0.659,0.237,0,"AT4G38810"
"AT5G48880",7.22258531671382e-289,0.790840481032369,0.567,0.237,1.32584998658916e-284,"AT5G48880"
"AT2G46100",0,0.713526285940925,0.637,0.252,0,"AT2G46100"
"ATCG00750",1.84338846837193e-228,0.482693032855633,0.6,0.262,3.38390821139036e-224,"ATCG00750"
"AT3G55040",3.02840889707182e-304,0.525998361686291,0.666,0.272,5.55925021235474e-300,"AT3G55040"
"AT5G45630",1.03898880606776e-235,0.706252943058613,0.63,0.283,1.90727175129859e-231,"AT5G45630"
"AT5G51545",4.51832028736189e-210,0.458099988654583,0.623,0.285,8.29428055151022e-206,"AT5G51545"
"ATCG01060",0,0.642235998874219,0.704,0.298,0,"ATCG01060"
"AT5G24420",0,3.77739705465686,0.931,0.314,0,"AT5G24420"
"AT5G02710",8.15164449121247e-249,0.514235483599327,0.698,0.318,1.49639737925187e-244,"AT5G02710"
"AT3G45140",0,3.0117724439116,0.986,0.322,0,"AT3G45140"
"AT5G40500",1.51999583706698e-228,0.519524277203752,0.648,0.329,2.79025635810385e-224,"AT5G40500"
"AT5G62720",9.5616882011579e-216,0.48050917835305,0.68,0.336,1.75523910308656e-211,"AT5G62720"
"ATCG01080",0,0.747582470316911,0.821,0.341,0,"ATCG01080"
"ATCG00730",0,0.689847333761211,0.815,0.348,0,"ATCG00730"
"AT3G48030",3.07355057205572e-241,0.506299377567672,0.733,0.349,5.64211678512269e-237,"AT3G48030"
"AT1G35420",2.88671262915719e-220,0.515319966900613,0.678,0.349,5.29913837334385e-216,"AT1G35420"
"AT2G38870",0,0.759207906975413,0.799,0.356,0,"AT2G38870"
"AT5G02790",0,0.809851915598536,0.849,0.358,0,"AT5G02790"
"ATCG00520",6.98350200204222e-207,0.488077019826776,0.696,0.358,1.28196146251489e-202,"ATCG00520"
"AT1G52510",0,0.694036255306167,0.792,0.359,0,"AT1G52510"
"AT3G28220",0,3.35540345941181,0.981,0.359,0,"AT3G28220"
"AT1G74100",0,1.45139329852203,0.719,0.373,0,"AT1G74100"
"ATCG00650",0,1.1433796080277,0.913,0.377,0,"ATCG00650"
"ATCG00770",0,0.814561675852805,0.865,0.377,0,"ATCG00770"
"AT3G15520",0,0.631452117045097,0.791,0.382,0,"AT3G15520"
