"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"AT4G18501",0,0.292939778312613,0.215,0.02,0,"AT4G18501"
"AT1G69180",1.11595533037845e-53,0.356185034109689,0.104,0.037,2.04855919997572e-49,"AT1G69180"
"AT5G24330",0,0.43031004361337,0.427,0.056,0,"AT5G24330"
"AT4G14700",0,0.320200731945216,0.383,0.06,0,"AT4G14700"
"AT1G43780",0,0.294402396269645,0.334,0.075,0,"AT1G43780"
"AT2G37560",0,0.289265516497906,0.41,0.084,0,"AT2G37560"
"AT3G25100",0,0.374085612669351,0.406,0.092,0,"AT3G25100"
"AT1G26840",0,0.785829867750544,0.607,0.094,0,"AT1G26840"
"AT5G52220",0,0.282136261538265,0.379,0.096,0,"AT5G52220"
"AT3G60660",0,0.302667967662816,0.413,0.098,0,"AT3G60660"
"AT3G48160",5.22310162619441e-229,0.276690083119656,0.313,0.098,9.58804765520507e-225,"AT3G48160"
"AT2G29680",0,1.07624843237094,0.771,0.111,0,"AT2G29680"
"AT3G06340",0,0.495852758274093,0.515,0.118,0,"AT3G06340"
"AT4G15160",0,0.886773982649143,0.448,0.121,0,"AT4G15160"
"AT1G47210",0,1.46456148753162,0.516,0.138,0,"AT1G47210"
"AT3G02920",0,0.34530168486002,0.5,0.138,0,"AT3G02920"
"AT4G17760",0,0.457366287527661,0.583,0.138,0,"AT4G17760"
"AT3G48540",0,0.516781726514955,0.62,0.139,0,"AT3G48540"
"AT5G49300",0,1.15540179622781,0.679,0.141,0,"AT5G49300"
"AT5G48820",0,0.347974545663015,0.475,0.147,0,"AT5G48820"
"AT4G26960",0,1.43787210332283,0.818,0.158,0,"AT4G26960"
"AT1G51130",0,0.441793249299787,0.562,0.16,0,"AT1G51130"
"AT5G43250",0,0.605355192009296,0.698,0.166,0,"AT5G43250"
"AT5G64630",0,0.70838662645755,0.743,0.168,0,"AT5G64630"
"AT4G35930",0,0.416574491133487,0.553,0.174,0,"AT4G35930"
"ATCG00890",1.54116395849974e-295,0.31005113885996,0.496,0.175,2.82911467861797e-291,"ATCG00890"
"AT1G80190",0,0.455111115564946,0.551,0.176,0,"AT1G80190"
"AT4G02070",0,0.857954982252184,0.733,0.178,0,"AT4G02070"
"AT2G01120",0,0.389554029423938,0.581,0.18,0,"AT2G01120"
"AT1G31710",4.73569164952247e-285,0.373783693286815,0.499,0.18,8.6933091610284e-281,"AT1G31710"
"AT1G71920",2.23968930087949e-271,0.269500262504468,0.497,0.185,4.11139764962448e-267,"AT1G71920"
"AT1G12100",0,0.887269146537244,0.525,0.189,0,"AT1G12100"
"AT1G21460",2.89980552516155e-288,0.57123645755174,0.508,0.189,5.32317300253905e-284,"AT1G21460"
"AT5G66000",0,0.72819982423458,0.76,0.195,0,"AT5G66000"
"AT3G54650",0,1.09359276546305,0.843,0.208,0,"AT3G54650"
"AT4G29170",0,0.409836747943522,0.605,0.208,0,"AT4G29170"
"AT1G31320",0,0.531528955154316,0.603,0.211,0,"AT1G31320"
