"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT3G21090",0.261132690899077,0.187,0.009,1,"GEP_12","No"
"AT1G22250",0.58357863493872,0.244,0.015,2,"GEP_12 and DEGs","No"
"AT3G23050",0.945251203196282,0.269,0.02,3,"GEP_35","No"
"AT1G65620",0.620867462478315,0.3105,0.0225,4,"DEGs","Yes"
"AT3G05600",0.946300915383128,0.437,0.025,5,"GEP_12 and DEGs","No"
"AT1G02205",1.11040853393004,0.459,0.03,6,"GEP_35 and DEGs","No"
"AT4G34250",1.04598157662986,0.501,0.032,7,"GEP_35 and DEGs","No"
"AT2G30424",0.589311827591678,0.307,0.034,8,"DEGs","Yes"
"AT1G78170",0.919227978096258,0.387,0.037,9,"GEP_12 and DEGs","No"
"AT4G14550",0.994153658222483,0.361,0.039,10,"GEP_35 and DEGs","No"
"AT4G36250",0.969229529056593,0.511,0.04,11,"GEP_35 and DEGs","No"
"AT5G15310",1.1782839408198,0.5425,0.0415,12,"DEGs","Yes"
"AT5G53210",0.438815857989538,0.2995,0.043,13,"DEGs","Yes"
"AT5G22500",1.69450884004369,0.5715,0.0505,14,"DEGs","No"
"AT1G26945",0.650858374995773,0.312,0.059,15,"DEGs","Yes"
"AT4G00480",0.644978289135981,0.396,0.06,16,"DEGs","Yes"
"AT5G20270",1.24169512231203,0.661,0.0615,17,"DEGs","No"
"AT1G45010",1.34376109143594,0.692,0.0635,18,"DEGs","No"
"AT1G01120",1.4059867154929,0.668,0.0645,19,"DEGs","No"
"AT3G29030",1.70543725180749,0.598,0.0645,20,"DEGs","No"
"AT3G61550",0.825406073253259,0.528,0.069,21,"GEP_12 and DEGs","No"
"AT1G04280",0.378401779937155,0.297,0.07,22,"GEP_12 and DEGs","No"
"AT2G02850",1.77761538819759,0.6985,0.0785,23,"DEGs","No"
"AT1G11600",1.88260678185226,0.729,0.0805,24,"DEGs","No"
"AT4G04890",1.30592328024632,0.745,0.081,25,"DEGs","Yes"
"AT4G30470",1.18863463250756,0.603,0.085,26,"GEP_35 and DEGs","No"
"AT1G54040",0.938224015522314,0.305,0.085,27,"GEP_35","No"
"AT4G21750",1.56707632395925,0.811,0.0855,28,"DEGs","Yes"
"AT3G28910",1.52311509697301,0.73,0.086,29,"DEGs","Yes"
"AT5G45340",1.11582553826884,0.337,0.087,30,"GEP_35 and DEGs","No"
"AT1G75710",1.20196689744078,0.672,0.088,31,"DEGs","Yes"
"AT1G78820",0.793262239624038,0.416,0.093,32,"GEP_35 and DEGs","No"
"AT5G43870",1.03283632654601,0.482,0.095,33,"GEP_35 and DEGs","No"
"AT5G04530",1.66764207955887,0.745,0.103,34,"DEGs","No"
"AT2G47240",1.84599271487761,0.7575,0.104,35,"DEGs","No"
"AT1G78210",1.04027768430538,0.638,0.105,36,"GEP_12 and DEGs","No"
"AT1G26570",0.61573320911579,0.476,0.107,37,"GEP_12 and DEGs","No"
"AT5G36910",2.61607692962635,0.651,0.124,38,"DEGs","No"
"AT5G45490",0.698559792742369,0.389,0.128,39,"GEP_12","No"
"AT5G23530",0.658003787869993,0.425,0.145,40,"GEP_12 and DEGs","No"
