"gene_ID","avg_log2FC","pct.1","pct.2","rank","source","TFs"
"AT1G54020",0.55483192582511,0.2205,0.0165,1,"DEGs","No"
"AT1G76640",1.0779833150696,0.261,0.028,2,"GEP_37","No"
"AT1G24070",1.10870354604363,0.449,0.038,3,"GEP_37 and DEGs","No"
"AT5G50335",0.48179301848625,0.181,0.038,4,"GEP_37","No"
"AT4G27860",0.571793320075883,0.368,0.0525,5,"DEGs","No"
"AT1G73325",0.497195938140139,0.35,0.0565,6,"DEGs","No"
"AT3G16470",1.64638986200967,0.513,0.063,7,"GEP_37 and DEGs","No"
"AT4G03420",0.323550987275509,0.308,0.096,8,"GEP_37 and DEGs","No"
"AT1G52040",3.06596328037453,0.7385,0.1195,9,"DEGs","No"
"AT4G21910",0.980616437244052,0.594,0.121,10,"GEP_37 and DEGs","No"
"AT1G06640",1.1489475519493,0.567,0.177,11,"GEP_37","No"
"AT1G52410",2.38086772545154,0.866,0.18,12,"GEP_37 and DEGs","No"
"AT3G55970",1.06905285798782,0.595,0.194,13,"GEP_37 and DEGs","No"
"AT1G19670",1.67847524499162,0.676,0.204,14,"GEP_37 and DEGs","No"
"AT1G44350",0.620129867872645,0.6115,0.214,15,"DEGs","No"
"AT1G52400",3.21078681142704,0.874,0.2155,16,"DEGs","No"
"AT5G24420",2.27199806935866,0.835,0.3095,17,"DEGs","No"
"AT3G45140",2.64727937045459,0.944,0.3215,18,"DEGs","No"
"AT3G28220",2.91896401487915,0.9095,0.362,19,"DEGs","No"
