"","A.thaliana_p_val","A.thaliana_avg_log2FC","A.thaliana_pct.1","A.thaliana_pct.2","A.thaliana_p_val_adj","C.hirsuta_p_val","C.hirsuta_avg_log2FC","C.hirsuta_pct.1","C.hirsuta_pct.2","C.hirsuta_p_val_adj","max_pval","minimump_p_val","gene_ID"
"AT5G23400",1.95254335008839e-98,2.03471796269429,0.14,0.014,3.08501849313965e-94,8.4364062182618e-13,2.81630938050775,0.184,0.055,1.33295218248536e-08,8.4364062182618e-13,3.90508670017678e-98,"AT5G23400"
"AT2G21590",9.66482200920883e-97,0.34099781834264,0.222,0.035,1.527041877455e-92,2.36597033091605e-63,0.645565720932066,0.348,0.049,3.73823312284736e-59,2.36597033091605e-63,1.93296440184175e-96,"AT2G21590"
"AT5G08170",2.86371849988146e-76,0.415410568123607,0.3,0.073,4.5246752298127e-72,1.822185161028e-89,0.914059619485211,0.326,0.032,2.87905255442424e-85,2.86371849988146e-76,3.64437032205605e-89,"AT5G08170"
"AT1G05810",4.17516961318843e-77,0.280558140023958,0.215,0.038,6.59676798883772e-73,5.74059745182858e-45,0.366455921157735,0.305,0.05,9.07014397388916e-41,5.74059745182858e-45,8.35033922637693e-77,"AT1G05810"
"AT5G53210",6.35411201560343e-77,0.380072871414107,0.247,0.049,1.00394969846534e-72,3.04070936600231e-52,0.558332107419844,0.447,0.085,4.80432079828364e-48,3.04070936600231e-52,1.2708224031207e-76,"AT5G53210"
"AT1G63220",1.60573494944997e-73,0.373754766400986,0.215,0.04,2.53706122013095e-69,1.90842768738324e-49,0.810642585000718,0.44,0.089,3.01531574606552e-45,1.90842768738324e-49,3.2114698988999e-73,"AT1G63220"
"AT5G58900",3.23589149092382e-36,0.290909352071158,0.201,0.06,5.11270855565963e-32,4.41610871231243e-72,0.710350728124232,0.454,0.072,6.97745176545364e-68,3.23589149092382e-36,8.83221742462497e-72,"AT5G58900"
"AT1G03440",6.91453747933345e-68,0.511595634805191,0.153,0.023,1.09249692173469e-63,5.38638384343016e-47,0.718973869503286,0.248,0.033,8.51048647261965e-43,5.38638384343016e-47,1.38290749586668e-67,"AT1G03440"
"AT2G36380",6.82150740893653e-62,0.306975957458998,0.233,0.053,1.07779817061197e-57,1.64879086459237e-33,0.469385296084483,0.397,0.098,2.60508956605594e-29,1.64879086459237e-33,1.3643014817873e-61,"AT2G36380"
"AT4G33490",2.27076671738166e-60,0.270356180789533,0.183,0.036,3.58781141346302e-56,3.30032775364355e-51,0.62221838504633,0.362,0.063,5.21451785075681e-47,3.30032775364355e-51,4.54153343476331e-60,"AT4G33490"
"AT2G03980",5.56268612229469e-57,0.325421362498214,0.27,0.07,8.78904407322561e-53,1.37293992897034e-57,1.14362694815138,0.348,0.052,2.16924508777314e-53,5.56268612229469e-57,2.74587985794068e-57,"AT2G03980"
"AT4G13180",3.24301620148208e-23,0.43913665002238,0.201,0.078,5.12396559834169e-19,2.43560949973529e-55,0.884521373230564,0.191,0.017,3.84826300958176e-51,3.24301620148208e-23,4.87121899947058e-55,"AT4G13180"
"AT5G26731",5.59425068344584e-48,0.330699617904014,0.24,0.065,8.83891607984443e-44,1.74830324671875e-51,0.529950076237519,0.44,0.087,2.76231912981563e-47,5.59425068344584e-48,3.49660649343751e-51,"AT5G26731"
"AT1G69850",1.79661019932413e-33,0.283735886817914,0.201,0.063,2.83864411493213e-29,2.88621185709524e-49,0.429737223675611,0.333,0.054,4.56021473421048e-45,1.79661019932413e-33,5.77242371419047e-49,"AT1G69850"
"AT1G02860",2.03161255401433e-47,0.302559208405107,0.192,0.046,3.20994783534265e-43,6.37725032178454e-38,0.890660750417973,0.17,0.019,1.00760555084196e-33,6.37725032178454e-38,4.06322510802869e-47,"AT1G02860"
"AT1G07040",1.39737225505635e-44,0.285872114187483,0.254,0.077,2.20784816298903e-40,1.79524470857388e-15,0.315875960015249,0.156,0.034,2.83648663954673e-11,1.79524470857388e-15,2.79474451011268e-44,"AT1G07040"
"AT5G03700",3.41448144854259e-42,0.302392105649341,0.181,0.045,5.39488068869729e-38,0.00249356545060574,0.253016439848805,0.142,0.078,1,0.00249356545060574,6.82896289708514e-42,"AT5G03700"
"AT4G38770",8.48588543314565e-22,0.370829291942276,0.135,0.041,1.34076989843701e-17,2.52711973785164e-06,0.424298680261288,0.113,0.038,0.0399284918580559,2.52711973785164e-06,1.69717708662914e-21,"AT4G38770"
"AT1G12320",0,1.06681469414488,0.501,0.053,0,3.2191948247511e-83,1.42609292092132,0.574,0.102,5.08632782310674e-79,3.2191948247511e-83,0,"AT1G12320"
"AT1G53060",0,1.44673722040848,0.428,0.024,0,1.95507940390649e-101,2.60019976136782,0.936,0.291,3.08902545817225e-97,1.95507940390649e-101,0,"AT1G53060"
"AT1G56580",0,2.12385647902388,0.897,0.157,0,1.93583810929615e-51,2.92554462168235,0.879,0.368,3.05862421268792e-47,1.93583810929615e-51,0,"AT1G56580"
"AT1G62300",0,1.61696156243251,0.535,0.062,0,6.4178333725613e-56,1.77439195137379,0.56,0.128,1.01401767286469e-51,6.4178333725613e-56,0,"AT1G62300"
"AT3G28910",0,3.05774852832264,0.815,0.101,0,2.85564717168912e-64,1.84711731621962,0.738,0.193,4.5119225312688e-60,2.85564717168912e-64,0,"AT3G28910"
"AT3G43720",0,2.01501432565317,0.931,0.126,0,8.84290399189613e-69,1.19418564833221,0.872,0.23,1.39717883071959e-64,8.84290399189613e-69,0,"AT3G43720"
"AT2G04570",0,1.94924785269054,0.485,0.035,0,1.2919388144065e-98,1.73048716736848,0.631,0.105,2.04126332676227e-94,1.2919388144065e-98,0,"AT2G04570"
"AT2G19450",0,0.912273546807324,0.478,0.045,0,9.27769515396044e-42,0.686757830044245,0.454,0.115,1.46587583432575e-37,9.27769515396044e-42,0,"AT2G19450"
"AT2G41475",0,1.3093056740012,0.817,0.153,0,3.16693213032628e-54,1.07385361047662,0.723,0.223,5.00375276591552e-50,3.16693213032628e-54,0,"AT2G41475"
"AT4G18910",0,2.17321954904052,0.739,0.088,0,8.68730548631072e-57,1.17167591287548,0.518,0.111,1.37259426683709e-52,8.68730548631072e-57,0,"AT4G18910"
"AT4G18970",0,2.34635829705947,0.645,0.098,0,2.30040732527635e-182,2.92673910131377,0.879,0.129,3.63464357393664e-178,2.30040732527635e-182,0,"AT4G18970"
"AT4G25260",0,2.87701632958768,0.854,0.137,0,1.40494164947577e-25,2.58204825235947,0.567,0.257,2.21980780617171e-21,1.40494164947577e-25,0,"AT4G25260"
"AT4G35070",0,0.720764861943415,0.38,0.02,0,1.8050094028169e-83,0.934478355818313,0.582,0.105,2.85191485645071e-79,1.8050094028169e-83,0,"AT4G35070"
"AT4G18280",1.66867184112149e-288,3.91598074401426,0.641,0.116,2.63650150897195e-284,0,5.07138169370754,0.496,0.014,0,1.66867184112149e-288,0,"AT4G18280"
"AT3G05880",4.93985785240806e-296,2.53242911532925,0.872,0.237,7.80497540680473e-292,2.10628130483633e-184,1.20178765319157,0.56,0.045,3.3279244616414e-180,2.10628130483633e-184,9.87971570481503e-296,"AT3G05880"
"AT5G06710",7.78540486762446e-287,1.19485251144048,0.579,0.087,1.23009396908467e-282,1.29794658463743e-76,2.17558840496918,0.872,0.339,2.05075560372713e-72,1.29794658463743e-76,1.55708097352488e-286,"AT5G06710"
"AT1G05230",2.80711639009428e-285,0.987174522955838,0.478,0.059,4.43524389634896e-281,1.95159245181228e-97,1.55473829077261,0.844,0.199,3.0835160738634e-93,1.95159245181228e-97,5.61423278018813e-285,"AT1G05230"
"AT5G20270",4.82134011758083e-256,0.967947175431599,0.513,0.072,7.61771738577771e-252,6.65707097097487e-83,1.27749531775877,0.752,0.169,1.05181721341403e-78,6.65707097097487e-83,9.64268023516102e-256,"AT5G20270"
"AT2G27385",2.17348353390901e-255,1.8999401606866,0.716,0.14,3.43410398357624e-251,1.9380201830009e-59,1.26767113874424,0.858,0.254,3.06207188914143e-55,1.9380201830009e-59,4.34696706781798e-255,"AT2G27385"
"AT5G44020",1.42376289020291e-242,1.08476608071157,0.68,0.123,2.2495453665206e-238,1.20716689222939e-123,1.76373822629131,0.652,0.087,1.90732368972244e-119,1.20716689222939e-123,2.84752578040581e-242,"AT5G44020"
"AT3G26744",2.4881809467032e-239,1.61237927096868,0.867,0.297,3.93132589579106e-235,6.35134813182072e-54,1.41672517946338,0.879,0.52,1.00351300482767e-49,6.35134813182072e-54,4.97636189340619e-239,"AT3G26744"
"AT1G27950",1.52769121977125e-235,1.22169738787996,0.796,0.174,2.41375212723857e-231,6.68266807537964e-67,1.64459015985486,0.943,0.288,1.05586155590998e-62,6.68266807537964e-67,3.05538243954235e-235,"AT1G27950"
"AT4G35840",2.34467165478667e-222,0.770181820420208,0.46,0.069,3.70458121456294e-218,2.20632046777724e-23,0.548351852996315,0.596,0.233,3.48598633908804e-19,2.20632046777724e-23,4.68934330957338e-222,"AT4G35840"
"AT2G22900",8.21256556466209e-221,0.607142957098171,0.398,0.052,1.29758535921661e-216,1.3550665506628e-23,0.765851299757544,0.589,0.275,2.14100515004722e-19,1.3550665506628e-23,1.64251311293245e-220,"AT2G22900"
"AT3G47295",6.23907264451046e-215,2.71340917694659,0.76,0.224,9.85773477832652e-211,8.64751907753825e-86,2.16571705474444,0.894,0.274,1.36630801425104e-81,8.64751907753825e-86,1.24781452890206e-214,"AT3G47295"
"AT1G01610",3.4658804041804e-214,0.863181416201354,0.478,0.074,5.47609103860504e-210,7.61042718380457e-63,0.778480924724778,0.667,0.16,1.20244749504112e-58,7.61042718380457e-63,6.93176080836071e-214,"AT1G01610"
"AT2G26250",1.10867332075209e-210,0.892490809485944,0.622,0.113,1.75170384678831e-206,5.0253367252236e-47,0.78197135355915,0.872,0.26,7.94003202585328e-43,5.0253367252236e-47,2.21734664150421e-210,"AT2G26250"
"AT4G23920",4.38983156978606e-197,1.05251863371622,0.556,0.116,6.93593388026198e-193,1.15533100971263e-125,1.98538563090507,0.816,0.17,1.82542299534596e-121,1.15533100971263e-125,8.77966313957231e-197,"AT4G23920"
"AT5G41810",4.47805504997245e-192,0.825558123192319,0.538,0.1,7.07532697895648e-188,8.709715401909e-47,1.23444721850047,0.56,0.147,1.37613503350162e-42,8.709715401909e-47,8.95611009994485e-192,"AT5G41810"
"AT3G55390",2.3659258662314e-183,0.765991837638327,0.478,0.09,3.73816286864562e-179,2.38721086231967e-59,1.15879405946146,0.745,0.274,3.77179316246509e-55,2.38721086231967e-59,4.73185173246291e-183,"AT3G55390"
"AT5G14410",3.57059497162781e-180,0.993363249798007,0.526,0.1,5.64154005517193e-176,7.58802906749096e-27,0.361527010543314,0.433,0.127,1.19890859266357e-22,7.58802906749096e-27,7.14118994325577e-180,"AT5G14410"
"AT4G37790",1.09567308791382e-174,1.10609761684886,0.675,0.186,1.73116347890384e-170,1.89217586945709e-68,1.47050641255902,0.851,0.308,2.98963787374221e-64,1.89217586945709e-68,2.1913461758277e-174,"AT4G37790"
"AT5G51750",2.27401159184808e-174,1.09558137214312,0.405,0.066,3.59293831511997e-170,1.41507358762635e-56,2.0462388738503,0.837,0.29,2.23581626844963e-52,1.41507358762635e-56,4.54802318369607e-174,"AT5G51750"
"AT4G29020",9.07769131282651e-173,2.60993350910169,0.561,0.122,1.43427522742659e-168,8.08779746513907e-58,2.40647456568862,0.858,0.304,1.27787199949197e-53,8.08779746513907e-58,1.81553826256526e-172,"AT4G29020"
"AT3G12920",1.21504975837535e-172,0.975904212797387,0.439,0.08,1.91977861823305e-168,1.90786284572043e-46,1.3358564488855,0.723,0.266,3.01442329623827e-42,1.90786284572043e-46,2.43009951675072e-172,"AT3G12920"
"AT4G37870",9.21783092138222e-170,1.22605645444996,0.542,0.12,1.45641728557839e-165,8.21139191667628e-67,1.99425716805276,0.922,0.452,1.29739992283485e-62,8.21139191667628e-67,1.84356618427642e-169,"AT4G37870"
"AT5G22390",5.25292255919814e-164,1.38056651126863,0.783,0.295,8.29961764353305e-160,3.43650519738422e-99,2.18316751260047,0.397,0.042,5.42967821186706e-95,3.43650519738422e-99,1.05058451183962e-163,"AT5G22390"
"AT5G07220",2.20052973062591e-162,0.614094672633656,0.371,0.059,3.47683697438894e-158,9.53250399301945e-42,1.38744338752683,0.596,0.188,1.50613563089707e-37,9.53250399301945e-42,4.40105946125173e-162,"AT5G07220"
"AT4G25620",1.64624567692476e-161,1.31712806591361,0.595,0.163,2.60106816954112e-157,8.47267452584973e-42,1.35093091833427,0.738,0.355,1.33868257508426e-37,8.47267452584973e-42,3.29249135384954e-161,"AT4G25620"
"AT1G17840",1.25484846896679e-157,0.505116094723646,0.38,0.061,1.98266058096754e-153,1.3816296595001e-23,0.451995587071796,0.525,0.189,2.18297486201015e-19,1.3816296595001e-23,2.50969693793364e-157,"AT1G17840"
"AT3G03900",3.3027848242942e-154,0.88681006163516,0.568,0.152,5.21840002238484e-150,1.67905302983675e-92,1.05871703586801,0.652,0.126,2.65290378714206e-88,1.67905302983675e-92,6.60556964858845e-154,"AT3G03900"
"AT2G47240",1.24649018590994e-150,0.620433540090839,0.41,0.072,1.96945449373771e-146,1.36598225895517e-39,0.273088217149012,0.865,0.27,2.15825196914917e-35,1.36598225895517e-39,2.49298037181989e-150,"AT2G47240"
