"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"ATCG00420",0,2.26298358992493,0.965,0,0,"ATCG00420"
"ATCG00440",0,3.56359351188391,0.999,0,0,"ATCG00440"
"ATCG00570",0,4.23137897629918,0.998,0,0,"ATCG00570"
"ATCG00650",0,1.74199918393643,0.87,0,0,"ATCG00650"
"ATCG00730",0,1.61786652848522,0.866,0,0,"ATCG00730"
"ATCG00740",0,3.41891685036905,0.999,0,0,"ATCG00740"
"ATCG00770",0,1.44255822425897,0.838,0,0,"ATCG00770"
"ATCG01060",0,1.23467223172531,0.75,0,0,"ATCG01060"
"ATCG01070",0,3.38487336803857,0.991,0,0,"ATCG01070"
"AT3G14210",1.1080977226015e-299,2.41996622147176,0.734,0,2.03413498937957e-295,"AT3G14210"
"AT5G51545",1.29216022656006e-248,0.91960135110827,0.658,0,2.3720185278963e-244,"AT5G51545"
"AT1G31580",3.040303623217e-244,1.45791115754151,0.651,0,5.58108536113944e-240,"AT1G31580"
"AT2G15910",1.08866895125686e-226,0.826774468262507,0.622,0,1.99846959382222e-222,"AT2G15910"
"AT3G01740",1.52662023605849e-199,0.742417934784462,0.574,0,2.80241676733257e-195,"AT3G01740"
"ATCG00750",2.05984825843833e-196,0.747477262665408,0.568,0,3.78126344801525e-192,"ATCG00750"
"AT1G73490",1.4535905700647e-194,0.730584619005336,0.565,0,2.66835620946776e-190,"AT1G73490"
"AT1G22590",1.45585344964413e-144,0.813719188979112,0.463,0,2.67251017751172e-140,"AT1G22590"
"AT2G26975",9.25383173568227e-137,0.592003438489783,0.445,0,1.69872589171919e-132,"AT2G26975"
"AT3G51420",5.24977436151292e-133,0.521175160952154,0.437,0,9.63701079542927e-129,"AT3G51420"
"AT1G74840",3.25296322717984e-119,0.516876428782631,0.404,0,5.97146459613404e-115,"AT1G74840"
"ATCG00590",2.59409376619086e-111,0.470348471147969,0.384,0,4.76197792659657e-107,"ATCG00590"
