"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"AT1G67265",0,0.393939596733083,0.149,0.001,0,"AT1G67265"
"AT1G73780",0,0.396032963138001,0.118,0.001,0,"AT1G73780"
"AT5G26630",0,0.427284219416854,0.107,0.001,0,"AT5G26630"
"AT5G61120",0,0.294557382625439,0.142,0.001,0,"AT5G61120"
"AT4G31610",0,0.356742763368821,0.127,0.001,0,"AT4G31610"
"AT1G26780",0,0.517003491814745,0.129,0.002,0,"AT1G26780"
"AT1G62360",0,1.79232393624984,0.521,0.002,0,"AT1G62360"
"AT5G63090",0,0.442555970990832,0.107,0.002,0,"AT5G63090"
"AT3G57130",0,0.256354375084115,0.149,0.002,0,"AT3G57130"
"AT2G19590",0,0.818168478683044,0.3,0.002,0,"AT2G19590"
"AT1G70510",0,1.29343077924411,0.586,0.003,0,"AT1G70510"
"AT3G23635",0,0.547726003946267,0.184,0.003,0,"AT3G23635"
"AT2G43150",0,0.536523582190302,0.131,0.003,0,"AT2G43150"
"AT5G03840",0,1.40781401080497,0.16,0.004,0,"AT5G03840"
"AT5G58500",0,0.323650881540998,0.177,0.004,0,"AT5G58500"
"AT3G21510",0,0.968545593182905,0.429,0.004,0,"AT3G21510"
"AT4G08150",0,2.952665137956,0.661,0.004,0,"AT4G08150"
"AT3G12430",0,0.360859987073632,0.173,0.005,0,"AT3G12430"
"AT3G12470",0,0.467339018608214,0.221,0.005,0,"AT3G12470"
"AT3G28540",0,0.292200790950504,0.158,0.005,0,"AT3G28540"
"AT4G10380",0,0.752147139332339,0.199,0.005,0,"AT4G10380"
"AT1G69600",0,0.329273229839106,0.204,0.006,0,"AT1G69600"
"AT3G10000",0,0.38938970799338,0.179,0.006,0,"AT3G10000"
"AT2G18500",0,0.537883337066208,0.252,0.006,0,"AT2G18500"
"AT3G21770",0,0.464565156454576,0.197,0.007,0,"AT3G21770"
"AT3G12500",0,2.09572112604994,0.346,0.01,0,"AT3G12500"
"AT5G50360",1.02849497795956e-183,0.367147376291857,0.151,0.01,1.62502206517611e-179,"AT5G50360"
"AT5G52600",3.79255368125292e-181,0.389476890702807,0.149,0.01,5.99223481637961e-177,"AT5G52600"
"AT1G23380",0,0.861446419743879,0.416,0.011,0,"AT1G23380"
"AT5G27220",0,0.879543877188287,0.416,0.011,0,"AT5G27220"
"AT4G39410",8.8033824434787e-192,0.567579704684486,0.162,0.011,1.39093442606963e-187,"AT4G39410"
"AT5G44390",5.35344766140423e-189,0.268606925653259,0.16,0.011,8.45844730501868e-185,"AT5G44390"
"AT3G57670",1.8064880038371e-143,0.326950847558637,0.138,0.011,2.85425104606263e-139,"AT3G57670"
"AT4G23493",1.83574153913968e-100,0.251466008474419,0.12,0.011,2.90047163184069e-96,"AT4G23493"
"AT2G30230",0,0.843417259292088,0.324,0.012,0,"AT2G30230"
"AT1G02340",3.85355515241103e-95,0.426518124301962,0.123,0.012,6.08861714080942e-91,"AT1G02340"
