"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"AT4G23690",0,0.620084225769867,0.114,0,0,"AT4G23690"
"AT1G62981",0,0.693097148990272,0.165,0.001,0,"AT1G62981"
"AT5G66300",0,0.353778989914955,0.167,0.001,0,"AT5G66300"
"AT2G46570",0,0.636095212226263,0.177,0.001,0,"AT2G46570"
"AT1G53163",0,0.411542877905335,0.135,0.002,0,"AT1G53163"
"AT5G03170",0,1.85559656564282,0.271,0.002,0,"AT5G03170"
"AT5G40330",0,1.08725984947907,0.11,0.002,0,"AT5G40330"
"AT5G59360",0,0.543062893337613,0.183,0.002,0,"AT5G59360"
"AT5G60490",0,1.60206250167873,0.333,0.002,0,"AT5G60490"
"AT3G10080",0,2.43144893716011,0.335,0.002,0,"AT3G10080"
"AT3G47510",0,0.471738886545075,0.131,0.002,0,"AT3G47510"
"AT2G28870",0,0.519587940295799,0.147,0.002,0,"AT2G28870"
"AT2G40530",0,0.29266207633142,0.151,0.002,0,"AT2G40530"
"AT4G18260",0,0.261397617678769,0.141,0.002,0,"AT4G18260"
"AT5G55250",0,1.15676290851922,0.197,0.003,0,"AT5G55250"
"AT2G01430",0,0.477386286949572,0.157,0.003,0,"AT2G01430"
"AT4G11950",0,0.45518261936951,0.215,0.003,0,"AT4G11950"
"AT1G01900",0,1.01722371539163,0.213,0.004,0,"AT1G01900"
"AT1G68810",0,1.95477344304469,0.357,0.004,0,"AT1G68810"
"AT1G72230",0,1.25236134528343,0.289,0.004,0,"AT1G72230"
"AT3G06370",0,0.670283134400592,0.231,0.004,0,"AT3G06370"
"AT3G53010",0,0.533276839008671,0.225,0.004,0,"AT3G53010"
"AT2G04850",0,0.833300268896738,0.229,0.004,0,"AT2G04850"
"AT2G22122",0,0.847403012293314,0.249,0.004,0,"AT2G22122"
"AT1G68795",0,0.312165680430887,0.139,0.005,0,"AT1G68795"
"AT5G51670",0,0.320454565158753,0.141,0.005,0,"AT5G51670"
"AT5G53730",0,0.450709704988783,0.149,0.005,0,"AT5G53730"
"AT3G14170",5.67874033195831e-184,0.37127129609245,0.108,0.005,1.04244636273759e-179,"AT3G14170"
"AT1G79840",4.02726090460624e-181,0.343647440498077,0.104,0.005,7.39284284258568e-177,"AT1G79840"
"AT1G23340",0,0.693008165286145,0.199,0.006,0,"AT1G23340"
"AT5G07800",0,0.799125515178759,0.175,0.006,0,"AT5G07800"
"AT5G18930",0,1.30023129514786,0.267,0.006,0,"AT5G18930"
"AT2G18060",0,0.716184032892498,0.211,0.006,0,"AT2G18060"
"AT4G00940",0,0.303716520252637,0.155,0.006,0,"AT4G00940"
"AT5G18860",4.47442374701373e-300,0.289410131912067,0.143,0.006,8.2136996723931e-296,"AT5G18860"
"AT1G64625",0,0.568149840371048,0.233,0.007,0,"AT1G64625"
"AT3G48970",0,0.592035077940131,0.169,0.007,0,"AT3G48970"
"AT1G80100",2.37276436779464e-164,0.50169767209447,0.114,0.007,4.35568354996063e-160,"AT1G80100"
"AT3G53100",0,0.995433555018803,0.233,0.008,0,"AT3G53100"
"AT5G49800",4.88521519080022e-193,0.341338313615221,0.133,0.008,8.96778952575197e-189,"AT5G49800"
"AT2G41660",1.04425521090039e-154,0.281904929608433,0.12,0.008,1.91693929064984e-150,"AT2G41660"
